,Date,coal_generation_(mw),energy_met_(mu),energy_shortage_(mu),generation_outage_central_sector_(mw),generation_outage_state_sector_(mw),hydro_generation_(mu),hydro_generation_(mw),import/export_actual_(mu),import/export_o/d/u/d_(mu),import/export_schedule_(mu),maximum_demand_-_evening_peak_(mw),nuclear_generation_(mw),peak_shortage_(mw),solar_generation_(mu),"thermal_lignite_gas,_naptha_&_diesel_generation_(mw)",wind_generation_(mu)
157,2023-09-12,3538.0,4856.0,6.14,19948.0,27095.0,600.0,600.0,-7.599999999999966,-7.499999999999998,0.0,208486.0,158.0,1473.0,300.7,84.0,407.0
158,2023-09-13,3673.0,4925.0,15.58,20523.0,24959.0,607.0,607.0,-4.0,-4.000000000000002,1.1546319456101628e-14,207860.0,154.0,1938.0,291.89000000000004,82.0,350.0
159,2023-09-14,3781.0,4929.0,12.260000000000002,18486.0,23987.0,609.0,609.0,-1.1999999999999602,-1.1999999999999995,-3.9745984281580604e-14,208561.0,154.0,2076.0,258.14,86.0,288.0
160,2023-09-15,3659.0,4795.0,8.24,18503.0,25931.0,609.0,609.0,6.1000000000000565,6.1000000000000005,0.0,205023.0,154.0,1061.0,260.26,86.0,277.0
161,2023-09-16,3428.0,4653.0,4.27,24276.0,27023.0,589.0,589.0,-5.4999999999999885,-5.600000000000001,3.419486915845482e-14,197161.0,154.0,502.0,270.75,81.0,373.0
162,2023-09-17,3121.0,4285.0,2.13,19768.0,31971.0,543.0,543.0,-8.39999999999996,-8.399999999999997,-0.1000000000000254,183366.0,158.0,10.0,254.44000000000003,73.0,364.0
163,2023-09-18,3209.0,4367.0,2.21,19702.0,34721.0,597.0,597.0,-10.400000000000011,-10.400000000000002,0.10000000000001141,191705.0,160.0,363.0,227.96999999999997,76.0,320.0
164,2023-09-19,3312.0,4453.0,8.9,19662.0,34159.0,613.0,613.0,-4.999999999999983,-5.000000000000002,-0.10000000000002851,194351.0,159.0,1255.0,248.39,76.0,281.0
165,2023-09-20,3482.0,4611.0,9.68,17533.0,31641.0,611.0,611.0,-7.100000000000011,-6.999999999999997,-5.773159728050814e-15,200254.0,158.0,1144.0,277.16,74.0,241.0
166,2023-09-21,3541.0,4637.0,4.49,15651.0,27507.0,623.0,623.0,-2.4999999999999885,-2.600000000000003,-5.329070518200751e-15,199255.0,159.0,627.0,272.15999999999997,81.0,184.0
167,2023-09-22,3497.0,4556.0,2.51,18246.0,28085.0,612.0,612.0,-6.100000000000017,-6.100000000000008,5.1514348342607263e-14,198033.0,158.0,399.0,280.36999999999995,71.0,149.0
168,2023-09-23,3319.0,4402.0,2.2199999999999998,22759.0,28858.0,622.0,622.0,0.30000000000002824,0.29999999999999805,3.375077994860476e-14,191452.0,158.0,331.0,295.71,75.0,189.0
169,2023-09-24,3090.0,4198.0,1.88,20899.0,28828.0,590.0,590.0,-4.799999999999983,-5.099999999999998,-3.375077994860476e-14,183795.0,155.0,58.0,277.74,80.0,233.0
170,2023-09-25,3278.0,4351.0,4.01,22246.0,25773.0,600.0,600.0,-7.599999999999983,-7.700000000000001,-0.09999999999995435,196239.0,155.0,534.0,290.41999999999996,81.0,175.0
171,2023-09-26,3477.0,4518.0,4.2,22606.0,25457.0,591.0,591.0,-4.799999999999949,-4.8,-1.1324274851176597e-14,200778.0,153.0,627.0,287.94,88.0,151.0
172,2023-09-27,3554.0,4586.0,8.34,23796.0,24470.0,581.0,581.0,-4.8,-4.800000000000001,-4.551914400963142e-14,199358.0,155.0,1160.0,279.17,90.0,170.0
173,2023-09-28,3551.0,4573.0,11.55,24646.0,25014.0,546.0,546.0,-5.099999999999985,-5.2,0.09999999999999165,196828.0,159.0,875.0,296.48,87.0,191.0
174,2023-09-29,3577.0,4572.0,13.750000000000002,24146.0,24102.0,511.0,511.0,-3.000000000000023,-3.2,-1.1546319456101628e-14,197854.0,150.0,679.0,297.53000000000003,89.0,204.0
175,2023-09-30,3501.0,4508.0,4.68,22836.0,25781.0,493.0,493.0,-1.0999999999999837,-1.1000000000000014,0.10000000000003428,193656.0,154.0,215.0,296.32,84.0,222.0
176,2023-10-01,3254.0,4316.0,1.3499999999999999,25726.0,26082.0,405.0,518.0,24.30000000000001,-27.5,0.6000000000000227,188048.0,157.0,128.0,284.48,81.0,265.0
177,2023-10-02,3182.0,4244.0,3.48,24776.0,26046.0,484.0,484.0,-10.099999999999955,121.6,-131.6,188838.0,152.0,732.0,290.18,87.0,224.0
178,2023-10-03,3422.0,4427.0,5.840000000000001,24761.0,26684.0,500.0,500.0,-9.399999999999995,91.69999999999999,-100.9,198658.0,149.0,595.0,319.74,89.0,184.0
179,2023-10-04,3525.0,4517.0,11.290000000000001,27266.0,26346.0,493.0,493.0,-7.899999999999989,-7.799999999999999,-0.09999999999997167,199360.0,144.0,2951.0,323.66999999999996,82.0,178.0
180,2023-10-05,3555.0,4558.0,8.23,22804.0,25244.0,489.0,489.0,-5.100000000000012,-4.999999999999999,0.0,200594.0,145.0,1464.0,326.97,82.0,177.0
181,2023-10-06,3623.0,4652.0,23.68,25092.0,24792.0,493.0,493.0,-4.200000000000024,10.500000000000002,-14.599999999999994,201813.0,136.0,2998.0,334.27000000000004,83.0,190.0
182,2023-10-07,3650.0,4663.0,54.75999999999999,28223.0,22975.0,511.0,511.0,330.2,141.29999999999998,188.79999999999998,200110.0,124.0,5807.0,329.5,77.0,145.0
183,2023-10-08,3673.0,4617.0,23.82,24890.0,22295.0,478.0,478.0,1.3999999999999844,1.4999999999999978,-7.105427357601002e-15,193835.0,131.0,1709.0,323.21,71.0,126.0
184,2023-10-09,3737.0,4735.0,49.589999999999996,21253.0,23499.0,483.0,483.0,-3.799999999999983,-3.700000000000002,-0.10000000000000497,200820.0,145.0,6711.0,316.52,67.0,143.0
185,2023-10-10,3751.0,4764.0,45.550000000000004,20503.0,23252.0,476.0,476.0,-8.499999999999995,-8.599999999999998,-0.09999999999997122,202101.0,147.0,5364.0,313.81,72.0,132.0
186,2023-10-11,3817.0,4779.0,32.059999999999995,18333.0,23425.0,484.0,484.0,-5.500000000000037,-5.5,8.881784197001252e-15,203292.0,147.0,3374.0,308.49,73.0,81.0
187,2023-10-12,3817.0,4758.0,14.559999999999999,18561.0,23771.0,471.0,471.0,-9.400000000000011,-9.4,-3.9968028886505635e-14,201555.0,149.0,1942.0,311.01,73.0,88.0
188,2023-10-13,3835.0,4774.0,6.55,17242.0,23071.0,456.0,456.0,-7.100000000000003,-7.200000000000001,-8.881784197001252e-15,203347.0,147.0,1198.0,317.04,81.0,85.0
189,2023-10-14,3755.0,4721.0,7.120000000000001,22376.0,23726.0,430.0,430.0,-5.200000000000017,-5.399999999999998,0.09999999999998366,199572.0,145.0,1260.0,304.79,89.0,104.0
190,2023-10-15,3687.0,4495.0,2.3300000000000005,23942.0,24224.0,409.0,409.0,-4.7999999999999945,-4.8,5.329070518200751e-15,190420.0,150.0,317.0,300.89000000000004,81.0,97.0
191,2023-10-16,3635.0,4415.0,3.6499999999999995,21741.0,24361.0,415.0,415.0,-3.552713678800501e-15,-0.10000000000000142,-0.09999999999999432,188769.0,149.0,420.0,248.36,81.0,115.0
192,2023-10-17,3603.0,4372.0,7.5,22768.0,22601.0,409.0,409.0,2.399999999999989,2.3000000000000007,1.1546319456101628e-14,191755.0,149.0,1227.0,278.52,85.0,99.0
193,2023-10-18,3707.0,4461.0,5.33,21043.0,24231.0,386.0,386.0,-8.199999999999998,-8.2,2.6645352591003757e-15,195223.0,149.0,1342.0,316.34999999999997,85.0,77.0
194,2023-10-19,3788.0,4503.0,3.9699999999999998,21612.0,23788.0,373.0,373.0,-10.200000000000012,-10.199999999999996,-0.10000000000001119,194701.0,150.0,495.0,307.56,85.0,61.0
195,2023-10-21,3728.0,4441.0,0.38,19635.0,24249.0,337.0,337.0,-5.800000000000006,-5.800000000000006,-2.842170943040401e-14,189729.0,150.0,7.0,305.71,95.0,74.0
196,2023-10-22,3607.0,4298.0,0.25,21095.0,22469.0,328.0,328.0,-5.399999999999972,6.600000000000003,-12.000000000000018,182213.0,150.0,0.0,299.91,100.0,77.0
197,2023-10-23,3566.0,4264.0,0.21,21835.0,22558.0,321.0,321.0,-2.7999999999999945,2.7999999999999985,-5.599999999999971,180900.0,146.0,50.0,311.42999999999995,100.0,88.0
198,2023-10-24,3462.0,4142.0,0.17,20838.0,22898.0,314.0,314.0,-0.10000000000000497,-0.20000000000000284,-1.0658141036401503e-14,169891.0,144.0,0.0,313.46,98.0,71.0
199,2023-10-25,3642.0,4313.0,0.52,22099.0,20372.0,319.0,319.0,-3.7999999999999714,-7.500000000000002,3.800000000000006,188073.0,140.0,70.0,314.24999999999994,97.0,70.0
200,2023-10-26,3763.0,4448.0,2.7399999999999998,23963.0,20274.0,328.0,328.0,-5.399999999999989,-5.5,-0.09999999999997744,190901.0,139.0,577.0,318.56,100.0,78.0
201,2023-10-27,3757.0,4439.0,4.63,24801.0,19494.0,313.0,313.0,-6.400000000000023,-6.400000000000001,-2.842170943040401e-14,188246.0,139.0,665.0,316.17,98.0,83.0
202,2023-10-28,3754.0,4396.0,2.48,24541.0,20959.0,327.0,327.0,-2.700000000000034,-2.700000000000002,-0.09999999999999432,187182.0,139.0,378.0,277.0,103.0,72.0
203,2023-10-29,3614.0,4232.0,1.31,23171.0,21549.0,281.0,281.0,-6.9,-3.3000000000000043,-3.8000000000000114,176047.0,139.0,266.0,288.63,101.0,76.0
204,2023-10-30,3686.0,4332.0,4.0,25171.0,19950.0,309.0,309.0,-5.599999999999994,-3.3999999999999986,-2.299999999999983,187766.0,139.0,1057.0,274.06999999999994,103.0,97.0
205,2023-10-31,3743.0,4379.0,1.88,24066.0,19933.0,314.0,314.0,-4.500000000000028,-5.699999999999999,1.0999999999999885,188847.0,139.0,638.0,264.83,101.0,103.0
