,Unnamed: 0,Date,coal_generation_(mw),energy_met_(mu),energy_shortage_(mu),generation_outage_central_sector_(mw),generation_outage_state_sector_(mw),hydro_generation_(mu),hydro_generation_(mw),import/export_actual_(mu),import/export_o/d/u/d_(mu),import/export_schedule_(mu),maximum_demand_-_evening_peak_(mw),nuclear_generation_(mw),peak_shortage_(mw),solar_generation_(mu),"thermal_lignite_gas,_naptha_&_diesel_generation_(mw)",wind_generation_(mu),Total_consumption,Max. Demand Met during the day (MW),Shortage during maximum Demand (MW),Drawal Schedule (MU),OD(+)/UD(-) (MU),Max OD (MW),month,year
604,604,2019-09-02,2367,3637,10.9,29610,40435,700,699,-1.2,-2.5,1.2,156531,114,1998,90.49,57.0,191,3288.0,173177,1271,1561.0,0.9,7734,9,2019
605,605,2019-09-03,2379,3650,15.9,29749,42353,706,706,0.5,0.5,0.1,160590,114,3026,99.68,55.0,187,3533.4,176729,615,1578.1,6.0,8839,9,2019
606,606,2019-09-04,2422,3752,18.3,29351,45109,716,716,4.5,4.5,0.1,165814,113,2468,92.79,59.0,219,3730.6,177236,640,1625.3,3.9,9768,9,2019
607,607,2019-09-05,2398,3745,28.4,29666,46677,735,735,-2.7,-2.8,-0.1,166448,113,2768,93.76,65.0,233,4009.4,175999,2333,1637.7,-2.4,8273,9,2019
608,608,2019-09-06,2353,3753,16.6,29098,46800,745,745,-2.4,-6.7,4.2,168846,113,1831,106.74,68.0,258,3942.6,177783,629,1642.0,4.3,8895,9,2019
609,609,2019-09-07,2321,3794,22.7,30544,46977,791,791,-1.2,-5.3,4.0,168827,113,2626,102.63,75.0,276,3720.9,180646,659,1642.0,-3.3,8675,9,2019
610,610,2019-09-08,2263,3770,13.0,31175,46247,812,812,1.5,-6.0,7.3,164519,113,2322,103.02,74.0,265,3720.9,175662,1228,1592.9,2.2,8450,9,2019
611,611,2019-09-09,2181,3629,10.5,30355,47379,793,793,-3.2,-10.3,7.1,158391,116,723,105.1,71.0,246,3806.7,169348,598,1539.6,-5.0,7973,9,2019
612,612,2019-09-10,2304,3807,27.9,29263,46096,816,816,-7.9,-14.4,6.7,171092,119,1841,120.74,76.0,260,3266.4,180217,1301,1615.7,-1.4,8279,9,2019
613,613,2019-09-11,2400,3894,11.8,26748,44261,814,814,2.3,-4.1,6.4,167706,118,1455,118.96,80.0,234,3064.3,182225,2623,1657.1,6.7,9741,9,2019
614,614,2019-09-12,2429,3892,34.0,29670,42842,793,793,2.4,-3.7,6.4,169555,118,4191,119.45,78.0,220,3253.7,182050,806,1672.1,0.8,9305,9,2019
615,615,2019-09-13,2347,3810,24.8,30196,43356,794,794,5.5,5.4,0.2,163826,118,1832,104.62,73.0,260,3777.1,178442,1319,1621.9,-16.4,7486,9,2019
616,616,2019-09-14,2322,3777,17.3,30258,41360,790,790,1.0,-3.2,4.3,168463,117,1833,110.07,71.0,238,3777.4,178188,672,1558.9,-2.0,8125,9,2019
617,617,2019-09-15,2342,3778,18.6,31738,40047,774,774,3.5,-5.3,9.0,167619,116,1574,110.17,74.0,213,3672.2,177600,679,1573.0,4.1,8474,9,2019
618,618,2019-09-16,2266,3671,17.3,32721,42616,772,772,4.3,0.8,3.5,161812,115,2549,107.73,77.0,201,3806.0,172779,1563,1519.1,-3.6,7716,9,2019
619,619,2019-09-17,2340,3806,18.0,31466,42881,793,793,4.2,-2.9,7.0,169165,115,3010,111.04,80.0,217,3749.1,179894,2086,1570.4,6.8,7899,9,2019
620,620,2019-09-18,2394,3749,11.0,29521,42978,749,749,-3.3,-9.8,6.6,166913,108,2461,98.64,73.0,173,3651.2,176618,672,1610.9,-1.5,8542,9,2019
621,621,2019-09-19,2372,3651,12.0,29693,41461,733,733,-3.2,-3.1,-0.1,167704,102,1366,96.32,70.0,130,3632.9,176115,680,1567.5,-2.2,8507,9,2019
622,622,2019-09-20,2370,3633,12.4,30047,40820,738,738,4.9,-1.3,6.0,165814,103,1852,98.19,73.0,114,3695.5,173282,621,1566.4,6.4,9415,9,2019
623,623,2019-09-21,2418,3696,13.6,29008,41990,726,726,2.0,-4.7,6.5,166550,103,2522,110.02,77.0,123,3674.0,174883,1486,1583.9,5.4,8663,9,2019
624,624,2019-09-22,2435,3673,12.1,28908,42480,714,714,0.6,-3.5,4.2,163371,113,2529,126.82,79.0,85,3432.0,178691,522,1612.4,0.3,9310,9,2019
625,625,2019-09-23,2254,3432,12.3,29623,44539,695,695,-2.8,-9.8,7.2,155295,115,775,108.39,74.0,74,3559.2,162076,730,1521.1,-0.3,9025,9,2019
626,626,2019-09-24,2390,3559,20.2,29563,41158,686,686,1.5,-5.9,7.2,163672,116,2057,117.31,78.0,53,3521.3,169631,1334,1585.2,8.8,8592,9,2019
627,627,2019-09-25,2357,3521,19.4,28748,41761,691,691,-3.1,-10.5,7.3,162576,116,1392,106.17,77.0,41,3457.6,167611,1120,1567.2,0.4,7559,9,2019
628,628,2019-09-26,2265,3457,18.7,29380,41894,694,694,-4.2,-9.0,4.7,158959,116,768,114.4,76.0,66,3377.0,165035,648,1505.1,0.6,9338,9,2019
629,629,2019-09-27,2176,3376,19.0,27891,46944,692,692,4.7,7.7,-3.1,155315,115,1745,104.79,77.0,70,3306.5,161331,643,1498.6,1.5,10812,9,2019
630,630,2019-09-28,2097,3306,11.8,26725,50061,704,704,-4.0,-4.6,0.5,154926,114,767,116.34,75.0,52,3187.5,159648,613,1526.6,4.6,9214,9,2019
631,631,2019-09-29,1991,3188,15.1,29940,54596,687,687,2.6,-3.3,5.8,144903,112,690,119.75,76.0,63,2996.4,152880,653,1457.7,4.1,8968,9,2019
632,632,2019-09-30,1820,2996,13.3,30439,58554,665,665,12.1,3.4,8.7,137695,112,665,116.34,66.0,90,3130.9,144363,639,1372.4,-8.2,8598,9,2019
633,633,2019-10-01,1916,3131,19.5,32770,56769,703,703,-0.5,-1.4,1.0,146535,112,1892,123.08,72.0,76,3417.8,152589,1934,1425.4,13.0,11100,10,2019
634,634,2019-10-02,2006,3224,13.5,35573,52464,679,679,-5.2,-4.8,-0.4,151523,113,1336,125.99,74.0,97,3211.2,157233,986,1405.6,3.8,8966,10,2019
635,635,2019-10-03,2001,3147,10.0,35378,47072,638,638,0.9,0.8,0.1,148556,113,1003,124.63,74.0,61,3447.8,152464,1010,1352.1,3.5,8239,10,2019
636,636,2019-10-04,2153,3310,13.4,34567,44950,630,630,5.1,5.0,-0.1,151683,112,2049,123.77,76.0,56,3773.4,160315,1016,1413.0,5.8,9212,10,2019
637,637,2019-10-05,2240,3337,12.1,32688,43387,581,581,-8.88e-15,3.33e-16,0.1,155005,113,1886,132.48,78.0,42,4024.6,161601,1082,1461.0,12.7,8777,10,2019
638,638,2019-10-06,2293,3339,9.5,31406,42335,565,565,-0.9,-0.9,-0.1,153614,114,1288,131.78,76.0,25,4053.9,159323,576,1463.1,6.8,8571,10,2019
639,639,2019-10-07,2211,3246,9.6,31986,44878,538,538,3.8,3.8,5.33e-15,145833,117,480,115.45,68.0,33,3750.5,152667,485,1410.1,12.9,8645,10,2019
640,640,2019-10-08,2227,3232,11.2,30644,43492,528,528,-10.0,-9.8,-0.2,147621,116,514,114.94,70.0,37,3750.5,152866,512,1419.0,8.5,7873,10,2019
641,641,2019-10-09,2053,3085,12.5,30394,44100,556,556,-3.0,-2.9,-0.2,136350,117,762,130.69,63.0,26,3892.7,146859,673,1313.1,3.8,7776,10,2019
642,642,2019-10-10,2192,3267,13.0,29806,44583,591,591,4.0,4.1,-0.2,152367,117,739,127.98,73.0,24,3391.0,158475,583,1390.9,11.8,8555,10,2019
643,643,2019-10-11,2321,3390,12.2,29167,44383,588,588,-7.7,-7.6,-0.1,156541,117,651,125.03,74.0,21,2978.3,163038,616,1478.5,13.1,7802,10,2019
644,644,2019-10-12,2377,3437,13.7,28867,43690,582,582,-4.4,-4.1,-5.77e-15,158154,117,614,120.34,75.0,15,3335.0,163972,605,1508.3,10.5,8200,10,2019
645,645,2019-10-13,2393,3415,12.3,28774,45045,534,534,-3.2,-3.3,0.1,157425,117,587,121.88,77.0,21,3309.3,162976,629,1499.6,13.1,8683,10,2019
646,646,2019-10-14,2316,3310,12.3,29669,41560,510,510,-3.3,-3.4,-0.2,148894,117,579,123.58,77.0,32,3457.6,156460,635,1434.8,7.3,8040,10,2019
647,647,2019-10-16,2479,3486,15.6,31049,40993,525,525,-4.7,-4.8,0.1,159549,94,625,116.61,81.0,55,3470.0,167316,633,1447.2,13.4,8463,10,2019
648,648,2019-10-17,2503,3470,14.4,30104,38861,494,494,-1.2,-1.2,0.1,159623,94,721,105.1,87.0,61,3473.4,166512,622,1459.2,11.9,8315,10,2019
649,649,2019-10-18,2483,3472,16.0,29827,40219,494,494,5.3,5.2,0.1,159421,109,597,108.47,92.0,49,3418.6,167624,670,1476.4,10.9,9487,10,2019
650,650,2019-10-19,2446,3419,14.4,30646,40100,460,460,0.4,-0.1,0.5,156664,116,659,112.56,88.0,58,3312.2,166261,643,1478.9,-0.2,7948,10,2019
651,651,2019-10-20,2386,3312,14.7,30272,41320,420,420,-2.4,-2.3,-0.1,153599,103,662,109.59,82.0,86,3133.8,160333,689,1427.6,-3.6,8047,10,2019
652,652,2019-10-21,2259,3133,16.7,29819,41735,408,408,-1.4,0.7,-1.9,142601,103,625,105.36,81.0,66,3143.5,150090,670,1363.4,-7.1,7070,10,2019
653,653,2019-10-22,2223,3143,16.1,29943,45495,456,456,-0.8,-2.7,2.0,149299,104,677,97.29,83.0,67,3180.6,155053,683,1375.4,-3.3,9334,10,2019
654,654,2019-10-23,2239,3181,14.4,29264,46010,477,477,-0.8,-1.4,0.6,151215,107,642,104.62,85.0,52,3155.0,156939,620,1394.1,3.0,8284,10,2019
655,655,2019-10-24,2236,3199,12.0,30163,47826,450,451,1.4,1.6,-0.2,154004,116,1077,111.54,83.0,89,3093.6,157122,1120,1385.2,0.3,9972,10,2019
656,656,2019-10-25,2073,3029,17.3,29315,49143,438,438,-4.9,-4.9,-0.1,147927,117,721,105.1,83.0,112,3064.6,153590,745,1356.2,-14.4,9265,10,2019
657,657,2019-10-26,2115,3064,13.6,28995,50240,439,439,1.7,1.8,-0.2,144776,114,674,99.93,78.0,139,2944.0,150791,707,1335.5,-10.6,9570,10,2019
658,658,2019-10-27,1983,2944,13.2,29665,54628,436,436,-3.8,-3.7,-0.1,137459,113,702,97.15,74.0,159,2702.4,145936,730,1285.4,-11.4,7481,10,2019
659,659,2019-10-28,1851,2702,12.1,29580,57995,416,416,-4.3,-4.4,1.78e-15,121421,113,568,97.97,70.0,77,2635.7,133843,626,1245.2,-20.5,7459,10,2019
660,660,2019-10-29,1782,2636,12.4,32900,58520,431,431,-1.0,-0.9,0.0,125770,117,893,96.4,71.0,57,2756.7,133432,639,1218.9,-14.9,7784,10,2019
661,661,2019-10-30,1880,2756,15.2,37590,56982,431,431,0.7,0.7,1.78e-15,131898,119,814,93.1,77.0,72,2858.4,138622,717,1270.4,-10.9,8428,10,2019
662,662,2019-10-31,1948,2858,15.2,35675,55557,448,448,6.9,6.4,0.4,139332,124,551,81.18,78.0,101,2957.5,145438,576,1279.9,-11.7,8303,10,2019
663,663,2019-11-01,2027,2957,14.8,36315,55076,450,451,-3.7,-4.0,0.2,138666,122,619,99.85,80.0,96,3442.2,145689,622,1324.1,-5.3,6412,11,2019
664,664,2019-11-02,2079,3003,15.9,38014,53745,453,453,-3.4,-1.7,-1.8,142089,109,798,103.13,80.0,77,3325.4,148750,658,1326.0,-4.6,9178,11,2019
665,665,2019-11-03,2141,3015,14.2,37108,53393,450,450,-2.2,-0.7,-1.4,141466,101,680,103.38,81.0,44,3568.4,148759,647,1344.5,-5.2,7937,11,2019
666,666,2019-11-04,2098,2916,15.1,36745,52768,430,430,-2.2,-0.8,-1.6,136088,111,595,102.9,74.0,25,3800.3,141631,630,1311.8,-3.9,8416,11,2019
667,667,2019-11-05,2236,3094,14.9,34409,49096,439,439,-2.8,-0.9,-1.8,148805,112,635,134.41,77.0,13,3977.3,155272,639,1352.2,5.8,8707,11,2019
668,668,2019-11-06,2328,3157,13.7,32365,47119,420,420,-3.2,-3.3,0.1,148848,109,658,137.21,77.0,18,4124.2,156159,639,1376.1,-8.1,8220,11,2019
669,669,2019-11-07,2386,3193,11.9,30171,44650,392,392,-5.2,-5.4,0.2,147762,107,564,125.92,81.0,27,3733.8,157995,541,1407.0,-2.1,8830,11,2019
670,670,2019-11-08,2308,3101,5.5,30876,47575,363,363,-4.9,-4.6,-0.4,144809,107,321,125.29,78.0,51,3733.8,160330,321,1392.0,-22.2,7165,11,2019
671,671,2019-11-09,2226,3084,5.8,34024,48703,359,359,0.4,-0.1,0.4,145028,101,414,118.41,76.0,120,3892.1,153221,230,1337.6,-11.8,8492,11,2019
672,672,2019-11-10,2175,3065,7.0,33781,50091,396,396,-0.9,-1.2,0.4,144476,107,368,125.17,70.0,103,3436.5,152491,446,1304.2,-10.7,7723,11,2019
673,673,2019-11-11,2140,2978,9.4,33560,49066,362,362,-1.3,-1.9,0.6,137893,107,578,127.15,68.0,64,3135.8,146338,567,1306.3,-6.8,7014,11,2019
674,674,2019-11-12,2293,3136,10.4,35056,46170,382,382,5.69e-15,1.0,-1.1,147139,107,498,129.22,77.0,45,3360.3,156769,577,1356.8,2.1,8539,11,2019
675,675,2019-11-13,2336,3197,11.9,34701,45582,369,369,-5.7,-5.6,2.66e-15,148211,107,580,127.31,81.0,60,3214.0,158636,547,1375.3,6.0,8612,11,2019
676,676,2019-11-14,2371,3214,10.2,33201,46558,345,345,-3.0,-3.4,0.3,148663,108,890,116.21,84.0,81,3198.2,165512,565,1378.4,-3.4,8001,11,2019
677,677,2019-11-16,2384,3193,10.5,31525,45748,335,335,-1.6,-1.5,0.2,149940,111,642,98.22,88.0,68,3186.9,158572,540,1428.3,-1.5,8760,11,2019
678,678,2019-11-17,2379,3186,10.2,32713,46987,323,323,-8.4,-8.3,-0.1,149044,111,502,115.07,84.0,75,3082.2,159126,534,1433.4,-10.9,6785,11,2019
679,679,2019-11-20,2471,3282,11.7,34924,47191,352,337,-1.6,-1.6,-5.77e-15,151644,111,615,126.27,97.0,60,3282.0,164063,549,1433.0,2.1,7683,11,2019
680,680,2019-11-21,2471,3282,11.7,34924,47191,352,337,-1.6,-1.6,-5.77e-15,151644,111,615,126.27,97.0,60,3290.2,164063,549,1433.0,2.1,7683,11,2019
681,681,2019-11-22,2421,3290,12.9,33577,47556,328,328,8.8,8.5,0.3,152391,111,566,123.52,89.0,87,3291.9,164327,586,1424.9,2.2,8459,11,2019
682,682,2019-11-23,2428,3293,12.9,34268,45563,317,317,-3.5,-3.6,1.42e-14,152240,111,580,119.3,85.0,82,3256.5,166191,560,1426.9,2.7,8634,11,2019
683,683,2019-11-24,2376,3255,13.0,35337,46593,312,312,-4.0,-4.2,0.3,148832,113,530,133.44,81.0,101,3138.5,162903,544,1388.4,-1.4,8090,11,2019
684,684,2019-11-25,2325,3138,12.5,33810,46839,294,284,-4.4,-3.9,-0.5,140245,137,511,129.67,87.0,93,3267.9,157695,635,1370.8,-4.2,7253,11,2019
685,685,2019-11-26,2413,3267,11.3,33966,43470,316,316,1.2,1.4,-0.1,150721,111,569,136.15,79.0,99,3283.5,166608,593,1407.2,-3.9,8776,11,2019
686,686,2019-11-27,2435,3284,11.1,33185,43295,303,303,-2.8,-2.4,-0.1,149205,112,499,115.61,73.0,140,3270.7,166918,592,1403.0,-12.5,7912,11,2019
687,687,2019-11-28,2448,3271,9.9,32276,45403,310,301,-8.4,-7.6,-0.9,148992,112,466,117.31,70.0,138,3218.8,165103,555,1402.5,-1.5,8252,11,2019
688,688,2019-11-29,2346,3219,9.5,32166,44827,315,315,-5.1,-5.6,0.6,147169,116,549,110.59,72.0,143,3245.7,163639,548,1404.3,-12.9,7199,11,2019
689,689,2019-11-30,2347,3246,12.5,33164,45603,325,325,-2.7,-2.7,-1.13e-14,149025,117,548,114.17,74.0,139,3226.7,165350,607,1406.9,-4.0,8730,11,2019
690,690,2019-12-01,2334,3227,12.7,34808,46014,321,321,0.5,0.5,0.1,146575,111,549,109.03,72.0,136,3408.0,163847,601,1384.6,-9.5,8113,12,2019
691,691,2019-12-02,2251,3025,13.1,36433,48711,292,292,-2.0,-2.2,0.3,135360,102,515,83.06,60.0,106,3398.8,152895,520,1321.0,-9.6,8059,12,2019
692,692,2019-12-03,2308,3126,14.2,34733,48801,327,327,-5.7,-5.6,-0.2,145682,96,565,85.74,68.0,123,3628.0,161692,603,1361.1,-8.8,9107,12,2019
693,693,2019-12-04,2310,3166,11.4,32081,49354,303,303,-4.7,-4.9,0.2,148023,99,630,92.51,76.0,144,3837.4,161875,610,1399.7,-8.1,8139,12,2019
694,694,2019-12-05,2343,3212,12.5,32127,48434,296,296,-3.2,-3.1,-1.42e-14,149310,103,627,111.85,80.0,140,3824.8,164456,660,1405.4,-5.0,9401,12,2019
695,695,2019-12-06,2346,3252,12.2,32684,49111,325,316,-4.8,-4.9,0.1,150158,99,635,109.03,98.0,128,3944.8,166865,663,1418.1,-4.3,8102,12,2019
696,696,2019-12-07,2367,3268,11.2,33558,48401,323,323,-12.3,-12.2,1.13e-14,148973,110,695,102.9,84.0,142,3809.9,167276,641,1411.9,-7.7,8112,12,2019
697,697,2019-12-08,2340,3236,11.8,33966,49479,332,332,-2.7,-2.8,0.1,148896,109,756,118.63,86.0,133,3751.6,166026,675,1412.8,-5.5,8279,12,2019
698,698,2019-12-09,2279,3117,11.1,36405,50039,314,314,-3.1,-3.0,-1.42e-14,140221,105,720,107.96,85.0,114,3809.9,158794,601,1362.7,-4.7,9189,12,2019
699,699,2019-12-10,2371,3253,13.1,36109,47557,349,349,-3.8,-4.9,0.9,150067,104,567,124.08,84.0,98,3415.0,167985,586,1381.4,0.1,9339,12,2019
700,700,2019-12-11,2523,3335,13.2,35656,47019,328,328,3.4,3.2,-0.1,152724,106,639,123.49,83.0,64,3196.5,170417,665,1429.4,3.0,8794,12,2019
701,701,2019-12-12,2598,3361,14.6,33867,42977,315,315,3.0,2.9,0.1,153768,104,920,118.91,81.0,40,3291.6,171473,1030,1449.3,-7.6,8178,12,2019
702,702,2019-12-13,2558,3291,10.9,31664,42374,288,288,-2.8,-3.1,0.2,146639,104,559,107.28,77.0,68,3132.2,168335,634,1429.6,-24.3,8631,12,2019
703,703,2019-12-14,2355,3133,9.5,32040,46280,291,291,0.8,0.9,-0.1,145156,106,462,123.09,74.0,64,3189.2,162614,543,1373.3,-19.4,8737,12,2019
704,704,2019-12-15,2390,3189,10.9,32383,44918,307,307,-1.2,-0.9,-0.4,146885,111,880,116.19,76.0,78,3075.3,164685,892,1386.5,-3.6,8400,12,2019
705,705,2019-12-16,2254,3075,6.1,33493,45155,279,279,-3.5,-3.4,-0.1,138417,105,602,116.33,74.0,136,3200.7,157204,597,1305.1,-14.0,7319,12,2019
706,706,2019-12-17,2305,3201,12.0,34460,42985,299,299,0.3,-1.5,1.7,150235,105,673,128.49,78.0,151,3273.2,167071,748,1344.1,-6.3,10588,12,2019
707,707,2019-12-18,2374,3273,13.7,34036,43675,287,287,-2.6,-2.8,0.2,152328,99,578,120.1,81.0,175,3314.8,169706,604,1384.7,-4.0,8833,12,2019
708,708,2019-12-19,2459,3315,13.0,33827,43604,301,301,-2.3,-2.4,-0.1,153754,101,789,116.1,84.0,127,3356.2,170748,721,1407.2,6.8,9007,12,2019
709,709,2019-12-20,2522,3356,12.9,32590,45954,290,290,-4.6,-4.6,0.1,154447,103,656,122.47,84.0,102,3404.4,173644,642,1411.4,4.6,9123,12,2019
710,710,2019-12-21,2613,3405,15.9,33336,43662,308,308,-1.9,-2.1,0.2,154008,102,828,118.22,87.0,54,3380.5,175533,980,1448.3,1.7,8755,12,2019
711,711,2019-12-22,2555,3382,13.5,30386,44980,290,290,-1.2,-1.2,0.1,154052,101,666,124.83,85.0,107,3294.7,175160,674,1446.9,-5.7,8484,12,2019
712,712,2019-12-23,2427,3295,12.6,30982,43738,273,273,-1.6,-1.7,0.1,146238,101,624,129.38,79.0,154,3419.9,169827,803,1415.9,-7.6,7162,12,2019
713,713,2019-12-24,2534,3419,13.1,30843,43580,319,319,0.6,0.7,-0.1,155971,101,709,120.81,89.0,127,3456.1,178739,713,1446.3,-6.3,9770,12,2019
714,714,2019-12-25,2612,3456,12.7,29543,40938,309,309,-3.1,-3.1,0.1,156880,101,560,122.03,91.0,111,3416.7,178549,627,1484.6,-8.2,7742,12,2019
715,715,2019-12-26,2600,3416,14.3,29383,41870,288,288,-3.6,-4.3,0.8,153416,99,584,115.56,90.0,111,3438.9,176174,1206,1463.8,-7.1,8576,12,2019
716,716,2019-12-27,2688,3438,12.7,28883,40889,281,281,-2.1,-2.0,-2.55e-14,156821,98,651,110.37,92.0,74,3468.2,180644,664,1503.3,4.6,10563,12,2019
717,717,2019-12-28,2649,3468,13.9,31012,41097,286,287,-5.4,-3.4,-2.1,157317,100,736,131.05,92.0,99,3438.6,180719,991,1490.0,6.7,9931,12,2019
718,718,2019-12-29,2609,3439,14.6,31162,42937,275,275,-5.5,-5.6,0.1,155183,100,744,128.35,89.0,135,3346.1,179022,1802,1449.8,1.7,8718,12,2019
719,719,2019-12-30,2544,3345,13.4,30166,44184,277,277,1.0,1.0,0.0,150219,100,719,124.24,82.0,125,3449.5,172866,1333,1424.4,1.3,9533,12,2019
720,720,2019-12-31,2657,3449,13.2,30845,41322,297,297,-2.9,-2.6,-0.3,156691,100,636,123.97,82.0,114,3480.0,181426,1018,1470.8,-11.2,8496,12,2019
721,721,2020-04-01,1770,2705,10.3,40082,70768,321,321,-6.1,-6.0,2.66e-15,114364,120,491,165.93,85.0,117,3388.2,137737,498,1303.9,-14.9,8020,4,2020
722,722,2020-04-02,1800,2731,11.0,39648,71018,333,333,-6.9,-5.7,-1.3,118678,115,1066,169.99,85.0,89,3590.1,138531,1003,1339.8,-5.5,10001,4,2020
723,723,2020-04-03,1879,2787,14.3,38550,70820,328,329,-4.8,-1.8,-2.9,120751,116,700,175.32,82.0,81,3590.5,141456,665,1368.1,4.2,7570,4,2020
724,728,2020-04-08,1839,2717,11.4,38134,72499,300,300,-0.8,-0.7,0.1,116899,116,593,166.41,78.0,93,1233.1,135863,561,1331.9,-1.2,9824,4,2020
725,729,2020-04-09,1839,2717,11.4,38134,72499,300,300,-0.8,-0.7,0.1,116899,116,593,166.41,78.0,93,3781.0,135863,561,1331.9,-1.2,9824,4,2020
726,730,2020-04-10,1846,2694,12.6,37419,70407,290,290,-2.0,-2.0,-0.1,117071,116,587,158.58,77.0,86,3616.8,135261,413,1336.0,-3.1,8710,4,2020
727,731,2020-04-11,1865,2719,17.2,38869,70355,301,301,-13.2,-13.2,-0.1,119452,115,948,162.73,82.0,75,3463.6,135309,823,1318.8,-1.5,7520,4,2020
728,732,2020-04-12,1923,2801,11.8,38869,69265,328,328,-4.5,-4.4,-5.77e-15,123279,115,682,171.2,85.0,69,3413.3,142271,680,1365.5,-1.3,8062,4,2020
729,750,2020-05-01,1990,2954,11.4,39774,65458,406,406,-4.7,-4.5,-0.2,129200,107,595,151.84,75.0,101,3271.5,145547,592,1420.7,-5.4,9049,5,2020
730,751,2020-05-02,1899,2928,10.5,39694,66106,412,412,-13.0,-12.9,-0.3,126165,103,546,161.66,75.0,140,3609.1,144002,539,1392.4,-11.7,8943,5,2020
731,752,2020-05-03,1937,2998,10.3,39374,66746,450,450,-2.7,-2.6,-0.1,130515,101,700,170.91,73.0,147,3532.5,147765,626,1423.7,-8.5,8310,5,2020
732,757,2020-05-08,2050,3069,13.3,35382,63156,442,442,0.2,0.3,-0.1,132061,116,893,161.28,75.0,108,1174.7,150620,689,1484.2,-4.4,8275,5,2020
733,758,2020-05-09,2180,3192,13.6,35455,63223,444,444,-3.8,-4.2,0.3,135633,114,1348,161.78,69.0,100,3790.8,156091,827,1529.0,-1.2,8138,5,2020
734,759,2020-05-10,2244,3287,11.3,34935,62998,469,469,-4.3,-4.2,-0.3,139038,111,1344,159.74,70.0,105,3719.1,159873,958,1570.5,-0.7,8417,5,2020
735,760,2020-05-11,2065,3072,9.1,33818,63428,429,429,-12.1,-12.1,0.1,120381,107,589,151.48,70.0,117,3411.7,153337,585,1469.9,-26.8,9539,5,2020
736,761,2020-05-12,2043,3065,10.8,34915,62191,433,433,1.2,1.3,-0.1,136584,106,549,155.37,72.0,109,3393.5,154064,551,1467.4,-2.9,8816,5,2020
737,781,2020-06-01,2154,3248,11.7,35135,53085,526,526,-1.2,-1.6,1.42e-14,139330,110,571,135.67,70.0,114,3397.0,159268,564,1504.9,-10.9,10266,6,2020
738,782,2020-06-02,2159,3260,12.6,35070,56886,498,499,-2.66e-15,-0.1,-1.69e-14,139459,110,727,143.45,65.0,145,3632.0,157109,700,1512.7,-11.2,9287,6,2020
739,783,2020-06-03,2120,3210,10.7,35095,59023,496,496,-9.9,-9.9,5.33e-15,136467,109,848,127.52,69.0,161,3387.9,155618,919,1478.7,-8.5,10322,6,2020
740,788,2020-06-08,2138,3442,12.0,38876,60790,587,587,-5.2,-5.3,0.0,147552,110,1103,150.86,80.0,234,1259.1,165401,1247,1575.9,5.2,9147,6,2020
741,789,2020-06-09,2138,3442,12.0,38876,60790,587,587,-5.2,-5.3,0.0,147552,110,1103,150.86,80.0,234,3631.5,165401,1247,1575.9,5.2,9147,6,2020
742,790,2020-06-10,2263,3619,9.9,37497,56331,623,623,-4.3,-4.2,-0.1,153095,111,599,151.51,80.0,235,3758.3,173207,946,1609.0,1.2,10495,6,2020
743,791,2020-06-11,2330,3683,10.0,35982,54669,607,607,6.6,6.8,0.1,149902,110,579,132.8,85.0,259,3435.6,173945,583,1651.1,1.1,9928,6,2020
744,792,2020-06-12,2310,3597,9.9,34833,53141,574,574,2.5,2.6,2.84e-14,149973,110,624,106.77,83.0,258,3260.5,169940,565,1631.0,-4.5,10902,6,2020
745,812,2020-07-02,2556,3899,13.8,36087,47364,631,631,-2.9,-2.9,1.69e-14,165994,104,826,140.23,50.0,281,3635.6,182462,1312,1704.8,-0.3,8479,7,2020
746,813,2020-07-03,2556,3899,13.8,36087,47364,631,631,-2.9,-2.9,1.69e-14,165994,104,826,140.23,50.0,281,3409.5,182462,1312,1704.8,-0.3,8479,7,2020
747,818,2020-07-08,2229,3563,10.6,36891,52433,630,630,-4.9,-4.8,-2.66e-15,153153,106,671,125.03,53.0,281,1355.1,170831,592,1605.4,-1.4,10423,7,2020
748,819,2020-07-09,2415,3634,13.0,34852,52452,655,656,-2.3,-2.3,-0.1,158448,100,891,122.98,56.0,171,3764.7,172504,1023,1689.6,2.2,9066,7,2020
749,820,2020-07-10,2399,3652,10.8,32653,51482,622,622,-2.4,-2.2,0.1,156742,104,549,120.65,56.0,232,3816.5,173176,859,1668.2,-4.7,8601,7,2020
750,821,2020-07-11,2399,3652,10.8,32653,51482,622,622,-2.4,-2.2,0.1,156742,104,549,120.65,56.0,232,3427.3,173176,859,1668.2,-4.7,8601,7,2020
751,822,2020-07-12,2274,3550,12.3,33793,51651,603,603,-8.5,-8.5,3.55e-15,156860,108,716,135.59,52.0,237,3356.0,171487,734,1609.7,-5.3,9754,7,2020
752,835,2020-07-27,2481,3619,12.6,33296,48901,613,613,-0.2,-0.2,0.1,158362,82,1231,138.2,51.0,138,3883.6,170453,862,1646.0,0.9,7822,7,2020
753,836,2020-07-28,2620,3883,14.9,32606,50421,644,644,-7.7,-7.6,-1.42e-14,167003,83,1108,153.74,53.0,196,3931.4,181919,790,1733.3,4.0,9275,7,2020
754,837,2020-07-29,2669,3932,12.0,31010,51272,644,644,-9.2,-9.3,1.15e-14,167037,83,555,138.27,59.0,215,3809.7,185581,629,1800.7,-9.6,9228,7,2020
