,Unnamed: 0,Date,coal_generation_(mw),energy_met_(mu),energy_shortage_(mu),generation_outage_central_sector_(mw),generation_outage_state_sector_(mw),hydro_generation_(mu),hydro_generation_(mw),import/export_actual_(mu),import/export_o/d/u/d_(mu),import/export_schedule_(mu),maximum_demand_-_evening_peak_(mw),nuclear_generation_(mw),peak_shortage_(mw),solar_generation_(mu),"thermal_lignite_gas,_naptha_&_diesel_generation_(mw)",wind_generation_(mu),Total_consumption,Max. Demand Met during the day (MW),Shortage during maximum Demand (MW),Drawal Schedule (MU),OD(+)/UD(-) (MU),Max OD (MW),month,year
453,453,2019-04-01,2722,3591,20.1,27099,30325,324,324,-2.7,-2.3,-0.5,149361,87,1239,138.15,89.0,128,3407.2,169191,708,1450.7,-5.9,8616,4,2019
454,454,2019-04-02,2781,3652,14.5,28352,31925,350,350,-1.5,-3.4,1.8,159864,88,819,138.36,86.0,89,3341.7,175342,718,1496.0,-8.9,7763,4,2019
455,455,2019-04-03,2895,3760,14.1,28638,29437,353,353,-1.4,-0.9,-0.3,166915,88,1065,134.13,87.0,75,3417.7,178547,694,1550.0,4.1,9408,4,2019
456,456,2019-04-04,2935,3827,15.2,28373,28459,367,367,-2.1,-2.4,0.4,170010,89,816,134.66,96.0,81,3850.8,181229,686,1554.7,3.3,8167,4,2019
457,457,2019-04-05,2977,3851,13.6,28702,30269,342,342,-1.5,-0.7,-0.6,168519,88,1006,134.19,99.0,92,3711.3,181917,756,1564.3,6.7,9685,4,2019
458,458,2019-04-06,2910,3816,14.3,25596,31194,338,338,1.0,1.5,-0.5,166179,88,648,132.95,94.0,125,4028.5,180265,656,1547.3,-0.9,8141,4,2019
459,459,2019-04-07,2854,3727,14.2,27531,32574,338,338,-2.9,3.3,-6.2,157739,87,752,137.68,93.0,112,3898.1,174979,783,1531.5,-14.2,7522,4,2019
460,460,2019-04-08,2628,3483,13.8,27436,31439,327,327,-2.8,-2.8,0.1,150735,88,930,129.59,84.0,123,3486.6,168104,658,1417.2,-17.8,8164,4,2019
461,461,2019-04-09,2869,3660,14.2,25989,30293,346,346,1.4,1.6,-0.2,162802,88,793,133.16,87.0,117,3745.3,175582,704,1499.8,-4.1,7860,4,2019
462,462,2019-04-10,2825,3731,13.0,25735,32194,343,343,1.4,2.2,-0.8,160935,87,768,132.71,93.0,143,3337.0,175622,617,1520.0,-3.9,7785,4,2019
463,463,2019-04-11,2848,3774,11.1,25484,32494,370,370,-1.8,-1.5,-0.4,166985,86,862,136.7,100.0,103,3092.6,178736,829,1564.9,-3.2,8154,4,2019
464,464,2019-04-12,2807,3801,11.6,23350,33094,426,426,2.3,2.0,0.2,165516,87,816,148.19,99.0,101,3212.6,179236,583,1591.5,-9.7,8461,4,2019
465,465,2019-04-13,2901,3838,11.5,24546,31368,387,387,0.1,0.4,-0.3,167303,81,697,137.22,96.0,97,3809.1,181180,682,1606.8,-5.6,9819,4,2019
466,466,2019-04-14,2880,3808,12.8,25181,31406,376,376,5.5,6.6,-1.1,165416,85,745,138.07,93.0,112,3688.6,179668,735,1566.4,2.4,8282,4,2019
467,467,2019-04-15,2790,3688,12.6,25857,30138,362,362,-3.0,-2.9,8.55e-15,158670,87,637,136.15,93.0,93,3787.0,174655,617,1539.5,-4.3,7784,4,2019
468,468,2019-04-16,2836,3787,12.7,23048,31583,362,362,-1.3,-1.2,1.28e-14,164933,94,680,131.03,91.0,149,3580.7,181819,658,1577.1,-6.2,9380,4,2019
469,469,2019-04-17,2657,3580,12.0,24621,36439,378,378,-5.2,-5.3,2.83e-15,153924,92,643,123.75,83.0,122,3397.1,173267,614,1502.0,-15.1,9592,4,2019
470,470,2019-04-18,2512,3397,16.7,25977,36569,384,384,-4.1,-3.8,-0.3,151080,95,870,125.6,84.0,106,3455.0,162452,669,1445.7,-12.4,7613,4,2019
471,471,2019-04-19,2588,3454,12.5,25451,35753,355,355,-3.6,-2.0,-1.4,154338,96,670,142.36,81.0,88,3511.4,168119,703,1491.1,1.1,8026,4,2019
472,472,2019-04-20,2651,3511,11.6,25897,37024,338,338,-0.5,0.7,-1.3,155955,96,620,139.83,81.0,95,3585.8,167683,626,1504.7,0.5,9000,4,2019
473,473,2019-04-21,2702,3586,14.2,26372,36478,348,348,-0.2,0.1,-0.3,157452,96,975,142.28,86.0,93,3484.2,170966,902,1513.1,-2.9,8685,4,2019
474,474,2019-04-22,2618,3484,16.0,27576,34809,337,337,-2.1,-0.5,-1.5,148714,94,634,141.74,83.0,101,3675.1,169588,560,1467.5,-9.2,7945,4,2019
475,475,2019-04-23,2771,3674,13.5,28643,32164,371,371,-0.5,-1.1,0.4,161524,92,669,140.06,81.0,110,3717.1,175891,628,1501.4,-2.7,8146,4,2019
476,476,2019-04-24,2793,3717,10.9,27348,32244,396,396,-3.7,-3.9,-0.1,163247,92,544,140.74,77.0,119,3821.2,177444,534,1523.2,2.9,8518,4,2019
477,477,2019-04-25,2855,3821,10.1,26089,30544,423,423,-3.1,-2.6,-0.6,167029,90,922,141.18,86.0,120,3935.8,181197,729,1578.1,-1.7,8789,4,2019
478,478,2019-04-26,2962,3935,13.4,25959,28373,453,454,4.6,5.0,-0.4,172093,92,618,144.29,89.0,104,3967.3,184936,606,1623.9,2.7,7772,4,2019
479,479,2019-04-27,2960,3977,12.7,25840,28163,467,467,2.8,2.8,0.1,172194,91,766,138.46,89.0,103,3937.1,187132,835,1640.7,3.8,8417,4,2019
480,480,2019-04-28,2958,3936,14.7,26071,27987,462,462,-0.6,-0.9,0.2,170585,93,797,133.01,88.0,108,3804.1,186324,741,1631.9,-0.6,8789,4,2019
481,481,2019-04-29,2842,3804,13.7,25028,27177,443,443,4.9,5.6,-0.5,161917,94,994,135.19,80.0,106,3954.6,181166,931,1572.6,-6.2,7907,4,2019
482,482,2019-04-30,2920,3955,14.4,23933,27198,447,447,-5.6,-5.0,-0.6,170137,96,962,129.52,82.0,167,3948.5,186747,927,1647.2,4.5,8432,4,2019
483,483,2019-05-01,2823,3949,14.9,24648,29539,443,443,-3.2,-3.4,0.1,169560,96,708,130.53,73.0,263,3370.9,186915,666,1623.1,2.5,8521,5,2019
484,484,2019-05-02,2624,3743,17.1,26108,33384,446,446,-0.3,0.9,-1.4,159275,96,706,121.12,71.0,246,3421.7,177033,705,1549.0,3.2,9191,5,2019
485,485,2019-05-03,2619,3794,13.4,26494,33363,474,474,-3.1,-3.1,0.2,160738,96,684,135.08,72.0,264,3490.3,180213,571,1545.4,2.0,8251,5,2019
486,486,2019-05-04,2538,3693,12.8,28146,36773,450,450,3.7,3.5,0.3,157003,96,760,144.17,78.0,271,3815.8,179636,631,1513.4,-1.0,12456,5,2019
487,487,2019-05-05,2577,3712,17.9,27119,36589,472,472,-2.9,-2.9,-0.2,161276,96,1502,141.21,74.0,242,3648.4,177576,771,1558.3,0.1,8674,5,2019
488,488,2019-05-06,2627,3649,17.5,27195,32324,468,468,-3.1,-2.7,-0.4,156904,97,757,138.85,76.0,147,4092.5,175026,789,1556.9,-7.7,8241,5,2019
489,489,2019-05-07,2793,3857,13.3,26145,28494,492,492,-2.0,-1.5,-0.4,168273,96,778,147.1,79.0,158,3807.0,183487,782,1599.2,-9.0,9628,5,2019
490,490,2019-05-08,2792,3932,12.3,26428,30170,454,454,-3.2,-3.9,0.6,167419,95,548,141.28,73.0,273,3807.0,185080,552,1593.6,-5.9,8243,5,2019
491,491,2019-05-09,2340,3970,13.4,27694,32055,449,216,-3.0,-3.0,-0.1,170102,166,652,110.4,1032.0,310,3754.2,186402,1233,1586.7,-2.1,9017,5,2019
492,492,2019-05-11,2902,4025,16.2,27378,31390,519,519,13.1,12.4,0.6,165062,96,665,138.79,83.0,183,3147.4,187744,1609,1655.4,-0.6,8240,5,2019
493,493,2019-05-12,2859,3978,12.5,28218,30696,509,509,4.3,4.5,-0.2,169843,96,1108,133.46,84.0,186,3251.7,186736,725,1633.0,3.1,8631,5,2019
494,494,2019-05-13,2773,3825,14.4,28599,29617,475,475,2.5,5.1,-2.6,160370,96,961,130.28,83.0,147,3884.4,178912,650,1547.0,4.8,8467,5,2019
495,495,2019-05-14,2801,3885,19.2,29863,29471,452,452,-0.5,-0.6,0.1,159638,95,1094,133.48,79.0,202,3866.9,182014,853,1550.4,-3.9,9086,5,2019
496,496,2019-05-16,2820,3878,13.9,29063,30590,453,454,-4.3,-4.5,0.4,164996,92,779,134.01,82.0,198,3892.2,182788,657,1565.7,-9.7,8556,5,2019
497,497,2019-05-17,2885,3892,13.5,26283,26593,436,436,-4.8,-5.0,0.1,170473,91,1367,141.75,84.0,153,3874.0,184812,674,1581.3,-8.8,7974,5,2019
498,498,2019-05-18,2835,3876,12.7,27523,29405,453,453,4.0,3.9,0.1,161298,94,858,134.91,78.0,170,3807.8,181488,683,1560.8,-0.9,9700,5,2019
499,499,2019-05-19,2766,3806,14.6,27752,30902,479,479,-2.8,-3.1,0.3,167403,104,766,140.32,74.0,142,3772.4,180881,700,1546.7,4.8,8491,5,2019
500,500,2019-05-20,2770,3773,12.2,30022,32039,469,469,1.0,0.8,0.4,161800,112,709,136.84,80.0,136,3970.7,175944,690,1566.7,-4.16e-16,8260,5,2019
501,501,2019-05-21,2908,3971,16.5,27599,27892,514,514,-3.4,-3.3,-0.2,171717,113,1445,141.93,91.0,118,4053.0,189359,1350,1630.3,4.2,7882,5,2019
502,502,2019-05-22,3005,4037,18.0,28402,27651,483,483,-0.8,-1.1,0.3,170734,115,1171,127.88,91.0,148,4051.2,190533,1088,1664.3,8.1,9854,5,2019
503,503,2019-05-23,3003,4052,14.0,25808,28663,477,477,-5.6,-5.9,0.3,172135,115,971,138.88,86.0,144,4091.3,192155,1028,1661.3,10.2,9785,5,2019
504,504,2019-05-24,2971,4091,14.4,26141,28108,510,510,-6.0,-6.0,2.58e-14,163196,115,637,133.87,90.0,170,3943.7,190297,844,1671.1,2.9,9685,5,2019
505,505,2019-05-25,2860,3944,13.9,24533,28225,479,479,0.6,0.5,0.2,170006,116,1199,140.39,87.0,170,3918.2,186511,1350,1646.1,0.8,8455,5,2019
506,506,2019-05-26,2850,3917,15.0,25194,28902,449,449,5.2,5.3,-0.1,166380,116,701,143.0,89.0,169,3836.4,184084,847,1636.0,2.7,10146,5,2019
507,507,2019-05-27,2769,3837,13.8,25279,29200,431,431,-4.0,-4.2,0.2,162636,117,608,143.41,78.0,211,4025.2,180379,627,1588.8,8.4,9193,5,2019
508,508,2019-05-28,2941,4025,14.1,25760,28146,464,464,-3.9,-3.9,-2.66e-15,172297,116,1102,145.6,81.0,183,4123.8,189177,1111,1658.8,8.3,8737,5,2019
509,509,2019-05-29,3002,4124,13.1,25558,27049,451,451,-1.0,0.0,-1.0,173622,116,847,147.07,83.0,191,4128.6,192537,1127,1658.1,12.1,8888,5,2019
510,510,2019-05-30,3061,4128,14.2,25312,26855,418,418,-0.9,-0.9,-7.11e-15,176381,116,998,138.85,85.0,184,4145.0,191935,1720,1683.9,12.6,9848,5,2019
511,511,2019-05-31,3072,4146,13.6,24895,26325,437,437,4.6,4.7,-1.42e-14,174798,116,728,127.31,83.0,192,4111.9,192633,704,1675.9,9.2,9723,5,2019
512,512,2019-06-01,2995,4112,16.8,22906,27975,458,458,-2.3,-1.8,-0.3,172945,110,1194,136.62,88.0,197,3256.5,191574,1221,1673.2,6.3,9738,6,2019
513,513,2019-06-02,2878,4002,15.7,25480,28680,484,484,4.2,4.2,1.13e-14,174145,103,1249,131.11,92.0,228,3415.1,191994,862,1693.3,1.2,8240,6,2019
514,514,2019-06-03,2803,3949,12.6,25306,27517,468,468,-3.4,-4.3,0.7,158180,104,1202,137.54,81.0,251,3505.6,184753,463,1607.3,-1.3,9737,6,2019
515,515,2019-06-04,2732,3922,12.7,25700,27312,476,476,2.3,0.3,2.1,168594,104,697,127.65,66.0,312,3727.8,188860,629,1587.9,-1.4,8679,6,2019
516,516,2019-06-05,2829,4029,11.9,29485,27312,502,502,-1.3,-1.0,-0.1,173097,92,1048,111.52,70.0,279,3857.1,189347,1362,1631.4,4.6,9025,6,2019
517,517,2019-06-06,2987,4094,11.7,30886,23294,505,505,-3.2,-3.4,0.1,168244,83,1128,116.87,73.0,190,4020.2,189379,587,1667.9,8.6,8890,6,2019
518,518,2019-06-07,2939,4020,12.0,30166,25530,501,501,-1.8,-2.5,0.7,162796,81,609,134.71,72.0,182,3699.3,189556,636,1643.0,-10.0,11228,6,2019
519,519,2019-06-08,2879,3970,12.8,29219,26790,507,507,-2.9,-2.8,-0.4,168182,82,714,136.85,71.0,184,3699.3,188317,706,1626.8,-5.3,9102,6,2019
520,520,2019-06-09,2910,4000,25.3,27497,26134,517,517,2.4,2.6,-0.2,169601,107,1781,123.19,77.0,162,3793.2,187091,2575,1668.0,3.5,8892,6,2019
521,521,2019-06-10,2878,3951,16.0,27996,25852,491,491,-9.2,-9.2,-0.1,162236,113,898,135.64,73.0,164,3246.9,183932,921,1643.6,17.2,8922,6,2019
522,522,2019-06-11,2924,4054,12.1,26901,25699,502,502,-6.2,-6.7,0.7,170272,114,867,136.33,80.0,187,3193.1,189882,1281,1714.7,9.4,9480,6,2019
523,523,2019-06-12,2891,4124,11.3,28304,26359,493,493,-3.5,-3.7,0.1,175610,117,1181,138.3,76.0,267,3269.1,193066,1270,1703.1,-2.2,9436,6,2019
524,524,2019-06-13,2751,3944,10.3,24510,30347,484,484,3.2,3.3,-0.1,155471,109,750,128.85,70.0,250,3897.7,188259,814,1659.6,-8.3,10636,6,2019
525,525,2019-06-14,2684,3897,11.9,26006,31027,483,483,-1.2,-1.3,0.1,170789,117,999,113.81,70.0,308,4093.7,186408,1248,1600.9,8.9,9306,6,2019
526,526,2019-06-15,2854,4094,13.9,25669,31102,479,479,3.3,3.7,-0.4,175492,96,699,134.46,77.0,287,4056.5,190579,1227,1698.9,12.5,9447,6,2019
527,527,2019-06-16,2756,4056,15.2,26832,30527,481,481,4.8,4.8,-0.1,167164,116,865,141.48,68.0,351,3855.0,189226,1020,1670.1,11.1,10822,6,2019
528,528,2019-06-17,2553,3849,17.6,28911,32409,501,501,-5.7,-7.6,1.9,160520,111,1090,142.53,64.0,366,3944.2,189759,700,1535.8,4.1,9532,6,2019
529,529,2019-06-18,2596,3943,14.4,28835,31662,513,513,0.1,-0.7,0.6,160710,109,521,138.13,66.0,412,3841.7,185426,648,1558.8,-3.9,9865,6,2019
530,530,2019-06-19,2618,3842,11.6,32195,34442,491,491,6.3,5.8,0.5,169139,108,613,133.36,69.0,332,3940.5,183860,834,1570.4,-7.6,11548,6,2019
531,531,2019-06-20,2699,3940,13.5,31710,31292,486,486,5.6,5.2,0.5,169104,111,1167,135.57,68.0,324,3959.9,184912,786,1574.0,16.2,10956,6,2019
532,532,2019-06-21,2754,3960,12.2,33656,30930,476,476,7.1,7.0,2.62e-14,165889,112,1128,130.62,75.0,292,3950.2,185525,1853,1596.9,2.4,9040,6,2019
533,533,2019-06-22,2820,3994,12.1,29904,27689,486,486,1.5,1.1,0.5,171010,112,2218,116.09,84.0,238,3896.9,185349,2046,1638.3,15.0,9702,6,2019
534,534,2019-06-23,2780,3897,12.3,30527,28059,463,463,-3.4,-3.4,0.1,166344,112,649,109.9,88.0,211,3755.5,183489,668,1592.3,4.0,9846,6,2019
535,535,2019-06-24,2673,3756,11.3,31465,29708,472,472,3.7,3.6,0.1,157165,113,650,112.96,80.0,183,3874.0,178907,620,1561.8,8.4,9492,6,2019
536,536,2019-06-25,2764,3874,14.7,30819,28053,504,504,7.1,7.4,-0.1,166910,113,807,115.18,78.0,154,3991.0,182883,760,1607.9,24.0,9678,6,2019
537,537,2019-06-26,2835,3991,13.8,29499,27456,506,506,-0.9,-1.4,0.6,172404,112,1449,122.76,85.0,176,4011.0,184915,681,1638.1,20.8,10542,6,2019
538,538,2019-06-27,2811,4010,15.5,28766,28499,511,511,4.3,4.1,0.1,171869,112,1093,116.45,85.0,244,4027.1,186366,1864,1655.5,7.9,9953,6,2019
539,539,2019-06-28,2750,4027,14.4,29079,30452,504,504,4.1,4.1,0.1,173390,112,1208,127.03,81.0,328,4008.4,187939,2256,1626.7,12.0,10537,6,2019
540,540,2019-06-29,2714,4009,14.7,29639,32599,509,509,4.9,4.9,-1.78e-14,172808,113,1333,121.25,79.0,376,3974.0,186221,1714,1599.8,2.8,8999,6,2019
541,541,2019-06-30,2705,3973,21.4,31553,32741,504,504,-5.9,-5.7,-0.1,170208,113,2358,110.46,82.0,368,3811.5,184146,1592,1592.3,3.2,9111,6,2019
542,542,2019-07-01,2571,3811,12.8,30707,33193,503,503,0.3,0.3,0.1,160157,113,1364,102.98,80.0,346,3338.0,177165,836,1535.2,1.6,8981,7,2019
543,543,2019-07-02,2674,3903,15.2,31948,32036,524,524,-3.4,-3.0,-0.4,167249,112,1392,107.86,79.0,315,3297.8,183291,1106,1606.9,2.3,9546,7,2019
544,544,2019-07-03,2645,3865,12.3,31340,31229,522,522,-6.7,-6.7,0.1,166357,108,652,111.65,84.0,295,3552.8,181665,626,1596.2,-0.2,8307,7,2019
545,545,2019-07-04,2670,3904,12.4,32668,31269,531,549,-5.3,-5.3,-2.84e-14,170307,109,973,111.86,86.0,325,3483.7,183308,908,1578.9,0.8,9134,7,2019
546,546,2019-07-05,2606,3899,11.9,32483,32744,532,532,-5.5,-5.7,0.1,164450,108,545,115.07,81.0,362,3932.0,184213,639,1567.5,4.5,10873,7,2019
547,547,2019-07-06,2507,3807,11.0,32127,37264,532,532,-4.7,-4.7,0.2,163318,109,537,99.89,81.0,396,3970.4,179769,637,1554.1,6.7,8943,7,2019
548,548,2019-07-07,2408,3700,12.3,33368,38244,515,515,2.3,1.7,0.6,160868,110,959,99.27,78.0,393,3562.1,174976,539,1533.5,7.3,7702,7,2019
549,549,2019-07-08,2236,3562,17.6,36553,38614,546,546,-3.6,-3.9,0.4,154198,109,721,109.28,73.0,379,3562.1,167852,739,1429.6,11.6,9656,7,2019
550,550,2019-07-09,2378,3761,14.7,35339,37529,568,568,3.6,3.8,-0.1,166082,110,751,119.32,68.0,401,3769.8,177459,731,1505.0,17.1,9788,7,2019
551,551,2019-07-10,2353,3720,12.1,35609,39189,545,546,-2.4,-0.4,-1.8,163023,79,758,110.01,65.0,422,3231.7,177048,651,1505.2,14.3,9998,7,2019
552,552,2019-07-11,2379,3752,19.9,35313,38502,549,549,-4.6,-4.8,0.3,162186,111,1198,118.62,63.0,414,3101.3,176947,1553,1547.3,18.2,9637,7,2019
553,553,2019-07-12,2351,3734,18.4,33218,39579,565,565,4.5,4.4,0.1,163056,112,1533,111.97,62.0,427,3235.7,176825,1549,1521.2,13.0,9577,7,2019
554,554,2019-07-13,2497,3810,14.5,35696,36079,582,582,8.4,8.8,-0.4,166164,112,2014,116.83,71.0,339,3815.9,181412,3505,1597.7,18.8,10738,7,2019
555,555,2019-07-14,2492,3815,15.5,34073,40370,566,566,-5.5,-5.6,4.8e-14,164493,112,2609,123.27,70.0,351,3665.6,178780,729,1582.4,9.5,8521,7,2019
556,556,2019-07-15,2324,3664,17.5,34227,38350,532,532,-2.7,-2.4,-0.4,157279,109,652,117.93,64.0,390,3763.0,175491,589,1493.6,6.6,7795,7,2019
557,557,2019-07-16,2389,3762,17.7,32633,37580,543,543,2.2,1.7,0.5,161826,111,686,118.46,67.0,422,3749.5,179004,783,1515.3,5.8,9604,7,2019
558,558,2019-07-17,2397,3750,12.9,32897,39246,558,558,-13.2,-13.4,0.2,163443,115,851,121.12,63.0,369,3810.3,176768,802,1556.9,8.2,10518,7,2019
559,559,2019-07-18,2551,3810,11.7,32689,36839,537,537,-4.9,-4.5,-0.3,165847,118,1922,117.3,72.0,281,3884.1,179578,1770,1619.4,12.0,12014,7,2019
560,560,2019-07-20,2696,3903,19.7,29692,33740,549,549,5.3,5.1,0.4,164844,118,2665,105.46,83.0,197,3871.1,181937,1342,1672.1,23.5,11845,7,2019
561,561,2019-07-21,2694,3871,18.8,31263,33684,560,560,-0.6,-0.3,-0.3,167065,118,1579,103.98,80.0,177,3749.0,181413,2129,1660.9,17.1,10293,7,2019
562,562,2019-07-22,2623,3749,12.1,30892,36496,549,549,-3.7,-3.7,-0.1,159508,118,1470,110.56,75.0,181,3928.5,175196,814,1620.6,11.4,8878,7,2019
563,563,2019-07-23,2746,3928,17.8,28712,34510,572,572,3.2,3.2,-0.1,170695,118,2394,115.96,78.0,187,4007.7,184692,700,1695.6,22.4,10349,7,2019
564,564,2019-07-24,2825,4007,34.3,24502,33786,555,555,26.9,26.4,0.4,172360,118,3502,112.64,80.0,197,3993.8,187794,2401,1740.5,32.2,10551,7,2019
565,565,2019-07-25,2713,3994,11.9,26789,34119,548,548,1.2,1.4,-0.3,169556,118,736,109.34,77.0,306,3758.3,187767,1589,1727.9,7.1,10061,7,2019
566,566,2019-07-26,2490,3757,10.5,29314,35227,523,523,1.9,1.2,0.6,163569,118,726,96.57,71.0,365,3640.8,176894,688,1596.9,-13.4,9243,7,2019
567,567,2019-07-27,2353,3641,12.9,32274,38529,538,538,-3.2,-3.7,0.4,159356,118,701,77.54,74.0,370,3511.2,172075,610,1524.4,-6.2,8777,7,2019
568,568,2019-07-28,2209,3511,12.2,35827,42357,515,515,2.2,2.0,0.0,156106,118,643,82.49,72.0,380,3377.9,165914,656,1421.7,0.3,8782,7,2019
569,569,2019-07-29,2089,3378,10.3,35975,42099,536,536,-0.7,-0.8,0.1,149891,118,702,65.84,72.0,358,3543.4,161942,669,1406.0,-11.5,8366,7,2019
570,570,2019-07-30,2221,3543,11.7,34355,42330,544,544,-4.0,-3.9,-0.2,161039,118,2126,81.11,70.0,353,3623.2,171177,986,1490.9,6.9,8331,7,2019
571,571,2019-07-31,2349,3623,11.5,34475,43884,556,556,0.4,0.3,3.55e-15,161737,118,2210,84.52,74.0,333,3667.1,172561,733,1521.3,4.5,8472,7,2019
572,572,2019-08-01,2354,3667,10.3,34205,43304,544,544,2.6,2.3,0.3,163144,118,1513,109.99,78.0,355,3392.9,174436,566,1548.5,3.8,9377,8,2019
573,573,2019-08-02,2340,3701,12.8,34277,44878,572,572,0.4,0.4,3.38e-14,161960,118,1662,96.02,73.0,383,3309.5,174500,1002,1532.9,21.3,11180,8,2019
574,574,2019-08-03,2277,3630,12.1,34511,44001,579,578,5.5,5.5,-0.2,160408,118,1473,75.48,77.0,373,3570.0,171228,494,1534.5,27.6,10479,8,2019
575,575,2019-08-04,2241,3563,16.1,36306,47328,583,583,-1.4,-2.0,0.6,158478,118,2166,85.37,76.0,338,3660.0,167934,636,1518.0,12.8,9077,8,2019
576,576,2019-08-05,2193,3487,15.0,36948,47383,564,564,0.2,-2.83e-15,-2.22e-14,154840,113,797,90.52,75.0,338,3970.5,164538,629,1499.9,6.6,9064,8,2019
577,577,2019-08-06,2288,3705,13.3,35669,44696,609,609,-2.0,-2.2,0.1,162866,113,1692,98.49,76.0,381,4000.3,175152,1196,1535.4,18.1,9628,8,2019
578,578,2019-08-07,2196,3610,11.2,35865,44437,610,610,-3.1,-3.1,-0.1,158310,113,687,89.55,76.0,380,3760.9,171881,644,1463.8,-1.7,8479,8,2019
579,579,2019-08-08,2119,3495,12.9,35399,45282,614,614,-1.8,-2.0,0.2,158319,113,854,78.66,72.0,376,3760.9,169291,653,1425.9,-6.2,9268,8,2019
580,580,2019-08-09,2186,3496,13.0,36603,46350,608,608,3.4,3.5,3.55e-15,157779,110,1160,74.72,75.0,331,3629.3,167502,623,1449.8,-2.1,10830,8,2019
581,581,2019-08-10,2127,3499,10.2,34460,48520,600,600,-4.0,-4.0,0.1,157266,110,2159,84.57,77.0,374,3084.6,169429,683,1442.2,3.8,10115,8,2019
582,582,2019-08-11,2127,3574,8.9,34775,48875,695,695,-4.2,-4.2,2.24e-14,160204,110,1751,93.08,77.0,413,3085.4,170108,847,1485.5,5.9,11851,8,2019
583,583,2019-08-12,2165,3585,18.1,33949,48173,697,697,4.3,4.2,-0.1,154365,111,2128,106.61,69.0,332,3117.4,167307,729,1545.1,0.3,9701,8,2019
584,584,2019-08-13,2336,3751,19.3,31431,44733,714,714,3.3,3.4,-0.1,162822,105,1423,111.52,78.0,270,3693.0,175979,745,1618.4,24.3,10862,8,2019
585,585,2019-08-14,2318,3693,12.7,32085,44721,717,717,-6.5,-6.3,-0.2,161610,111,926,105.37,69.0,262,3639.3,174282,798,1607.2,-9.6,8864,8,2019
586,586,2019-08-15,2262,3640,11.3,32274,45592,734,734,5.2,6.0,-0.7,160760,112,1516,103.96,63.0,272,3323.3,173290,650,1556.6,-4.9,7797,8,2019
587,587,2019-08-16,1977,3322,11.6,33291,49857,722,722,-4.5,-4.7,0.3,141963,83,764,95.76,59.0,257,3502.0,160426,603,1398.9,1.6,8330,8,2019
588,588,2019-08-17,2092,3503,10.4,35111,46799,744,744,-4.8,-4.9,0.1,157776,115,660,107.38,60.0,283,3431.9,167845,576,1482.6,5.6,8783,8,2019
589,589,2019-08-18,2091,3431,9.3,35546,51517,758,758,-5.0,-5.0,0.2,152397,111,612,105.47,65.0,195,3274.7,164682,581,1505.0,-3.2,9140,8,2019
590,590,2019-08-19,2065,3276,16.1,34301,51794,664,664,3.55e-15,0.2,-0.2,144969,114,2904,90.17,69.0,164,3494.6,155287,1511,1458.7,2.8,10164,8,2019
591,591,2019-08-20,2246,3494,20.9,34681,47092,690,690,-8.0,-8.7,0.7,158011,114,1906,99.54,78.0,129,3642.9,168168,1219,1555.1,9.4,10268,8,2019
592,592,2019-08-21,2308,3643,16.1,34146,46656,754,754,-12.0,-11.9,-0.2,162589,112,1485,113.71,76.0,172,3735.8,172026,653,1564.2,10.7,8758,8,2019
593,593,2019-08-22,2284,3737,11.2,32492,45357,751,751,3.9,3.4,0.6,164156,113,1236,115.97,73.0,270,3726.6,175421,651,1570.9,4.9,8546,8,2019
594,594,2019-08-23,2342,3727,12.3,33044,43509,726,726,5.2,5.5,-0.3,164146,113,1779,121.09,62.0,239,3768.8,175091,627,1567.3,1.6,7943,8,2019
595,595,2019-08-24,2354,3769,12.2,33873,42585,727,727,-12.0,-11.9,-0.2,166587,114,1010,118.93,64.0,256,3690.4,177360,893,1555.3,2.5,10095,8,2019
596,596,2019-08-25,2266,3691,12.0,33567,42361,729,729,-2.3,-3.0,0.6,160730,114,692,125.48,65.0,270,3537.1,173669,660,1506.7,2.8,7883,8,2019
597,597,2019-08-26,2257,3537,11.5,33025,42879,630,630,-1.2,-1.1,-0.1,153652,113,640,121.72,64.0,242,3707.9,164307,635,1462.7,-10.5,8841,8,2019
598,598,2019-08-27,2347,3708,13.2,33501,43226,700,700,-1.8,-1.7,0.2,166505,113,1241,117.83,71.0,239,3860.1,177435,1037,1582.4,1.3,8324,8,2019
599,599,2019-08-28,2453,3859,20.8,30649,45296,733,733,-3.9,-4.3,0.4,169610,113,1979,125.97,80.0,230,3942.0,181954,1576,1643.6,6.3,10465,8,2019
600,600,2019-08-29,2576,3942,18.9,31128,41696,747,747,-3.3,-3.3,-0.1,172053,113,2093,113.25,78.0,189,4003.8,184701,2506,1690.6,13.6,10506,8,2019
601,601,2019-08-30,2621,4003,16.7,31838,38622,751,751,-2.1,-2.2,-1.78e-15,174132,113,1767,119.29,72.0,184,3986.6,187771,1239,1701.4,19.3,8524,8,2019
602,602,2019-08-31,2604,3987,19.8,30280,39073,704,704,4.4,5.2,-0.6,172537,113,2608,119.28,73.0,224,3925.3,187195,1843,1665.3,15.5,8367,8,2019
603,603,2019-09-01,2575,3925,22.0,31372,37718,706,706,-0.7,-0.6,-0.2,171436,114,2624,101.66,68.0,229,3386.1,183898,1440,1636.7,12.1,8594,9,2019
