Date,Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J&K,Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,DD,DNH,Essarsteel,AndhraPradesh,Telangana,Karnataka,Kerala,TamilNadu,Pondy,Bihar,DVC,Jharkhand,Odisha,WestBengal,Sikkim,ArunachalPradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura,Railways_NR,DNHDDPDCL,AMNSIL,BALCO,Railways_ER,Ladakh,NR,WR,SR,ER,4469.4
06-07-2018,216.5,195.8,218.7,123.9,398.3,41.4,26.1,45.9,5.6,89.2,315.9,163.4,407.7,9,7.6,17.1,10.9,166.9,150.7,194.7,68.2,325.1,8.1,88.2,69.2,23,77.8,169.7,1.2,2.3,33.1,2.5,4.9,1.5,2.2,4.6,,,,,,,,,,,
07-07-2018,254.3,208.2,231.4,124.7,412.2,44.5,26.4,45.8,5.9,88.3,321.6,167.7,403.2,8.9,7.6,17.4,12.8,156.9,141.2,183.7,67.1,309.5,8,92,70.3,24,75.6,174.4,1.2,2.3,34.3,2.5,5.5,1.4,2.3,5,,,,,,,,,,,
08-07-2018,261.7,204.2,233.1,123.3,424.5,44.2,23.7,45.2,5.6,80.7,312.4,168.8,383.1,8.2,6.9,17.1,12.5,152.2,135.8,163.5,58.5,294.9,7.3,94,69.5,23.3,74.7,164.9,0.9,2.1,31.4,2.3,5.5,1.5,2.3,5,,,,,,,,,,,
02-08-2021,244.4,172.7,206.7,104.8,377.7,42.6,28.5,44.8,6,87.4,315,159.9,434.6,12.1,6.8,18.4,16.8,205.9,225.4,190.1,70,337.3,8.9,115.5,63.6,28.1,102.4,168.8,1.3,2.3,36.3,2.5,5.6,1.6,2.4,4.9,,,,,,,,,,,
03-08-2021,236.7,181.4,207.9,107.4,404,43.7,28,45.1,5.8,91.8,319.7,166.7,450.8,12,7.3,19,19.3,209.6,233.7,195.6,69.6,342.3,9.1,124.5,64.8,27.4,103.7,171.4,1.3,2.4,39.8,2.5,5.7,1.5,2.4,5,,,,,,,,,,,
04-08-2021,240,190.7,213.5,109.2,426.6,45.7,28.7,46.6,5.6,95.9,333.4,177.4,462.8,11.6,7.4,19.4,19.1,213.8,237.4,192.8,70.1,349.1,9.3,114.6,65.1,27.6,102.9,163.9,1.3,2.4,38.7,2.5,5.7,1.5,2.4,5,,,,,,,,,,,
05-08-2021,245.4,196.5,224.8,115,437.7,44.6,28.5,45.4,5.8,102.1,357.1,182.7,472.2,11.5,7.4,19.5,18.3,219.5,240.5,194.8,70.3,352.4,8.9,126,65.9,29.2,107.1,165.7,1.4,2.1,39.7,2.8,6.2,1.5,2.5,5.1,,,,,,,,,,,
06-08-2021,241.2,201.1,234.6,118.9,453.7,45.2,28.6,42.3,6.2,106.9,372.2,187.2,480.2,11.5,7.4,19.1,15.9,216.6,237.5,195.6,69.4,350.2,9.2,130.6,65.7,28.9,109.3,169.7,1.4,2.2,37.5,2.6,5.7,1.6,2.7,4.8,,,,,,,,,,,
07-08-2021,252.1,203.1,236,112.1,445.5,44.9,30.9,46.7,6,109.9,385.6,194.6,497.3,11.6,7.3,19.7,17.6,219.2,242.5,194.4,67.6,334.7,9.1,123,65.6,27.9,108.6,169.1,1.3,2.4,36.1,2.6,5.6,1.6,2.4,4.7,,,,,,,,,,,
08-08-2021,259.8,180.5,231.5,101.1,422.6,42.1,24.3,44.9,5.3,111.5,379.7,192.3,494.1,11,6.5,19.1,19.1,214.7,235.3,186.1,61.3,315.8,8.7,118.3,65,27.3,106.6,154.8,1,2.3,36.2,2.6,5.5,1.5,2.4,4.6,,,,,,,,,,,
02-09-2019,235.3,204.6,203.2,122.8,425.6,41.1,29.5,39.5,6.2,90,289.7,186.4,369.2,8.8,6,17.4,5.7,157.2,161.9,171.9,64.9,276.8,7,121.4,62.3,24.2,94.8,171.8,0.9,2.5,35.5,2.4,5,1.7,2,4.7,,,,,,,,,,,
03-09-2019,242.9,215.7,212.6,129.2,434,43.9,30.7,41.2,6.5,89.7,297.9,185.2,395.5,8.8,6.4,18.3,5.9,153.6,168.5,174.9,65.9,286.3,7.1,117,62.8,25.4,91.1,178.4,0.9,2.4,36.1,2.5,4.9,1.7,2.4,5,,,,,,,,,,,
04-09-2019,246.2,217.8,225.5,130.3,414.1,41.1,30.7,40.3,6.1,84.9,296.8,186.3,395.5,8.8,6.6,18.7,5.7,159.4,175.3,172.6,65.2,291.3,7.1,112.6,61.4,25.1,93.6,172.2,1,2.2,34,2.6,5.1,1.8,2.2,5.2,,,,,,,,,,,
05-09-2019,214.3,208,225.7,128.7,439.6,42.8,29.9,38.6,5.7,88.5,288.7,188.2,399.6,10.2,6.9,18.5,5.6,163.6,190.3,170.5,65.1,296.9,7.9,115.3,60.2,25.4,93.6,171.8,1,2.4,33.3,2.5,5.3,1.9,2.5,5.2,,,,,,,,,,,
06-09-2019,219.2,209.3,228.7,128.5,435,42.7,30.8,39.8,5.9,86.8,292.4,195.1,397.8,10.2,7.5,18.6,6.7,167.9,193.7,179.2,65.5,303.7,7.9,116.8,60.9,25.9,90.3,170.8,0.9,2.3,35.2,2.5,5.3,1.9,2.3,5.2,,,,,,,,,,,
07-09-2019,228.4,209.1,224.7,122.2,430.1,39.6,31.1,40.2,5.9,85.2,294.3,192.3,390.6,10.2,7.5,18.6,5.8,169.6,188.3,177.7,67,307.3,8.2,115.6,61.5,24.5,89.4,168.4,1.2,2.3,36,2.6,5.3,1.9,2.3,4.9,,,,,,,,,,,
08-09-2019,224.1,198.2,219.8,116.7,423.8,38,28.2,39.3,5.5,74.4,276.3,180,381.2,10.2,6.9,18.2,6.6,169.7,188.1,167.9,62.6,290.2,7.7,112.6,62.6,23.2,91.4,153.1,0.8,2.1,33.3,2.5,5.3,1.8,2.2,4.8,,,,,,,,,,,
02-10-2023,230.6,173.5,284.2,89.5,436.5,39.4,27.4,46.1,4.5,100.4,399.5,254.3,481.6,10.3,,,,207.3,235.2,214.4,71,302.7,8.9,111.4,68.1,29.7,119,172,0.9,3,42.2,2.8,5.8,1.8,3,,3.7,26.6,19.5,12.4,0.2,,,,,,
03-10-2023,218.9,191.4,289.5,98.3,421.2,42,32.4,45.2,5,97.7,427.9,255.2,506.1,11.4,,,,217.1,249.5,247,76.5,355.7,10,112.9,68.5,29.8,117,172.6,1.3,3,41.1,2.8,5.7,1.7,3,,3.3,28.5,19.3,12.4,0.2,,,,,,
04-10-2023,217.9,195.6,291.7,101.4,425.7,44.5,34.1,48,5.1,99.4,423.8,258.9,520.4,13.7,,,,222.7,269,264.2,79.6,373,10.2,105.7,69.1,30,118.6,169.4,0.9,3.1,39.9,2.8,5.8,1.9,2.9,,3.4,29.7,18,12.5,0.2,,,,,,
05-10-2023,221,195.9,295.1,100.9,432,43.8,34.3,47.2,5,104.9,417.8,263.7,528.1,14.1,,,,228.4,278,265.7,81.4,369.2,10.3,103.2,69.5,30.4,121.7,172.2,0.8,3.1,37.9,2.8,5.7,1.9,3,,3,30.2,18.5,12.5,0.2,,,,,,
06-10-2023,223.1,197.4,302.2,102.6,440.9,44.2,34.8,48.1,5,109.7,431,272.1,540.3,14,,,,235.2,284.2,256.7,82,374.5,10.2,113.7,70.8,31.4,127.8,180,0.9,3,32.6,2.7,5.3,2,2.6,,3.1,30.1,20,12.5,0.1,,,,,,
07-10-2023,215.4,201.8,304,103.8,437.3,44.5,35,48.1,4.8,109.8,420.6,275.3,551.1,14.1,,,,240.5,286.9,245.1,82,365.2,10.2,122.4,72,34.2,130.8,185.7,0.9,3,34.7,2.6,5.7,2.1,2.7,,3.2,30.1,19.1,12.5,0.1,,,,,,
08-10-2023,227.2,191.1,304.9,105,450.3,40.7,30.8,48.8,4.4,114.9,408.3,277.2,549.2,13,,,,238.8,277.4,247.2,77.3,337.2,9.6,126.7,72.8,31.9,130.2,185.4,0.7,2.7,34,2.6,5.8,1.6,2.6,,3.4,28.9,17.9,12.4,0.1,,,,,,
02-11-2020,107.4,123,241.3,63.4,271.5,34.9,29.1,46.8,3,75.5,349.4,266.3,428,10.1,7.2,18.1,17,185.3,153,184.1,73.2,317.3,7.8,82.4,63.1,27,90.3,146.1,1.4,2,28.7,2.7,6.1,1.5,2.5,4.5,,,,,,,,,,,
03-11-2020,107.4,124.6,246.6,64.7,270,35.9,29.3,42.9,3,75.1,352.4,268.4,436.6,10.3,7.6,18.3,16.2,190.9,153.1,187.2,73.1,328.4,7.8,74.2,64.1,25.6,89.1,142.9,1.4,2,29.4,2.8,6.1,1.7,2.5,4.6,,,,,,,,,,,
04-11-2020,107.3,122.7,244.8,64.7,269.6,35.6,29.8,48.3,3,73.4,350.3,270.8,435.1,10.6,7.7,18.1,16.8,183.8,149.5,191.5,72.6,326.7,7.9,69.8,63.5,24.9,90.5,126.2,1.4,1.9,27.5,2.8,5.8,1.7,2.5,4.5,,,,,,,,,,,
05-11-2020,109.2,121.9,245.2,62.8,264.8,34,28.9,42.7,3,71.9,356.6,271.3,431.7,10,9,18.1,17.3,185.8,149.2,192.4,71.4,301.7,7.9,70.6,61.5,24,83.6,119,1.4,1.9,26.3,2.5,6,1.7,2.3,4.1,,,,,,,,,,,
06-11-2020,112.1,123.4,248.4,65,283.9,35.9,29.2,43.7,3,72.7,360.7,276.1,431.1,10.1,8.9,18,17.1,179,150.1,185.9,71.4,294.6,8,68.8,63.4,24.2,88,116.9,1.5,2.1,26,2.7,6,1.7,2.5,3.5,,,,,,,,,,,
07-11-2020,111.7,122.4,248.5,61.6,279.2,35,28.6,47.2,3,71.7,357,276.6,435.8,10.1,7.6,18,18,174.2,147.3,186.4,73.1,296.2,8,68.7,63.3,24.1,96.5,111.7,1.5,2.1,25.7,2.9,5.9,1.7,2.4,3.6,,,,,,,,,,,
08-11-2020,106.8,113.6,247.8,59.8,277.1,33.9,26.7,48.2,2.7,71.2,345.3,277.4,428.9,9.5,6.8,17.3,17.3,169.2,137.1,172.9,66.7,269.7,7,70.6,62.5,24.6,80.4,105.2,1.3,2,23.9,2.6,5.6,1.6,2.2,3.7,,,,,,,,,,,
02-12-2019,100.2,109.1,210.4,60.8,240.5,33,28.3,44.3,3.4,71.7,330.3,248.2,437.4,12.4,6.8,18.2,5.8,151.6,157.3,167.4,70,230.6,6.4,65.3,58,23.7,85.4,108.5,1.5,2.3,23.4,2.4,6,1.6,2.2,2.6,,,,,,,,,,,
03-12-2019,102.1,115.8,217.5,62.5,239.9,35,28.4,44.4,3.5,71.9,331.3,250.3,439.8,12.4,7.3,18.5,5.6,152.6,156,165,69.8,242.5,6.5,66.1,60,23.6,86,110.9,1.7,2.3,22,2.3,6,1.7,2.2,3.4,,,,,,,,,,,
04-12-2019,107.9,118.6,220.4,62.6,245,35.4,29.6,45.3,3.2,71.5,330.8,251.9,445.8,12.4,7.4,18.8,6.2,153.2,165.9,172.9,70.2,251.7,6.5,65.1,59.3,23.8,79.4,110.1,1.7,2.1,22.2,2.5,6,1.7,2.2,3.3,,,,,,,,,,,
05-12-2019,112,119.4,222.7,63.5,250.4,35.3,29.9,46.4,3.5,73.1,336.3,253.1,449.6,12.4,7.4,18.9,5.9,156.4,172.5,174.5,69.8,254.2,6.7,66.2,60.9,24.4,75.1,110.4,1.6,2.1,21.5,2.3,5.9,1.8,2.2,3.4,,,,,,,,,,,
06-12-2019,114,121.6,225.4,65,249.4,36.1,30.4,45.9,3.6,72.8,331.9,253.3,441.9,12.5,7.4,18.7,6.4,156,181.5,179.9,68.7,257.7,6.6,67.6,61.6,23.8,75.8,110.8,1.7,2.2,22.6,2.4,6,1.8,2.2,3.9,,,,,,,,,,,
07-12-2019,113.8,120.5,223.2,62,248.3,35,30,46.4,3.4,72.5,325.8,255.1,434.6,12.3,7.3,18.6,6.2,155,181.7,177.1,69.8,250.4,6.7,66.8,59.9,23.8,74,114.1,1.7,2.3,21.5,2.2,6,1.8,2.2,3.7,,,,,,,,,,,
08-12-2019,108.5,109,219.8,59.3,242.3,32.1,26.4,45.4,3.1,73,312,252.3,421.6,12.3,6.7,18.2,5.7,150.3,175.6,169.7,64.7,229,6.2,67.6,60.3,24.3,73.8,107.6,1.4,2.1,21.1,2.5,6.1,1.7,2.2,3.5,,,,,,,,,,,
03-01-2022,123.4,128,262.5,71.8,310.9,40.9,35,61.4,4,78.5,358.1,271.4,490,12.4,7,19.2,18,177,201,209.3,76.3,264.7,6.8,82.9,66.2,27.4,103.2,110.4,1.8,2.4,24.6,3.5,7.3,1.9,2.4,3.6,,,,,,,,,,,
04-01-2022,120.7,129.8,267.2,70,312.2,42.9,36.4,59,4.2,80.4,375.8,273.7,500.1,11.9,7.1,19.6,19.4,177.5,202.5,214.9,77.1,275.8,7.3,85.4,67,27.3,99.8,113.5,1.8,2.3,24.8,3.6,7.4,1.9,2.4,3.5,,,,,,,,,,,
05-01-2022,114.3,118.2,215.9,73.4,313.9,41.6,36.6,59.2,4.2,79.8,354.4,272.4,505.5,13,7.3,19.9,17.5,179.3,202.9,216.6,76.6,286.7,7,86.2,65.8,27.2,98.4,114.2,2,2.3,25,3.6,7.3,1.9,2.4,3.5,,,,,,,,,,,
06-01-2022,113.9,113.7,207,71.2,280.9,38.9,34.2,58.7,3.9,83.6,337.6,243.7,508.3,12.4,7.2,19.7,17.3,182.9,205.8,219.8,76.8,291.7,7,86.1,67,29.9,99.6,112.8,1.8,2.3,25.3,3.5,7.5,1.9,2.4,3.6,,,,,,,,,,,
07-01-2022,117.1,119.3,208.8,72,294.5,41.1,36.2,54.1,4.1,83.5,336.6,218.8,501.1,12.3,7.3,19.7,18.5,183.5,211.9,221.3,77.9,297,7.2,87.4,67.3,30.4,100.9,115.5,1.8,2.5,24.4,3.5,7.2,2,2.3,3.7,,,,,,,,,,,
08-01-2022,103,97.3,192,58,274.2,40.1,33.6,38.8,3.7,83.7,339.8,208.3,493.9,12.1,7.2,19.7,18,180.8,210.1,225.5,77,298.4,7.4,83.7,66.2,30.5,88.5,115.2,1.8,2.4,24.6,3.5,7,1.9,2.3,3.6,,,,,,,,,,,
09-01-2022,109.6,98.4,203.9,59.9,273.7,36.2,31.2,53.7,3.6,82.2,328.6,187.5,461.7,10.8,7.1,18.9,17.5,182.1,206.8,209.7,70.4,269.6,6.9,84,66.4,32,92.8,108,1.5,2.4,24.1,3.2,6.9,1.9,2.2,3.5,,,,,,,,,,,
03-02-2020,113,123.6,245.1,70.7,283.5,38.3,30.2,50.2,4.1,80.9,332.1,270.1,459.1,9.5,7,18.4,5.4,184.4,208.6,233.6,73.3,298.9,7.2,77.3,65,25.8,76,113.4,2,2.2,22.4,2.7,6.7,1.7,2.3,3.4,,,,,,,,,,,
04-02-2020,120.2,128.5,249,69.8,287.4,39.3,30.7,53.6,4.2,77.7,333.9,265,464.5,10,7.3,18,5.7,180.6,215.2,233.9,74.3,311.3,7.3,77.8,65.3,25.2,69.9,121.4,1.9,2.2,22.3,2.7,6.5,1.7,2.3,3.5,,,,,,,,,,,
05-02-2020,120.5,131.6,250.3,71.7,290.9,39.3,30.1,50.2,4.1,74.1,332.6,262.7,464.8,10,7.4,18.1,5.4,184.6,228.9,239.1,75.6,311,7.5,77.4,63.6,25.2,68.9,119.9,2,2.3,22.7,2.7,6.6,1.8,2.4,3.1,,,,,,,,,,,
06-02-2020,123.8,131.6,251.7,70.7,292,39.4,30.5,49.7,4.1,75.6,337,267.7,463.7,9.8,7.1,18.2,5.7,189.5,226.2,239.5,75.4,312.9,7.5,77,64.7,25.1,71,120.7,2,2.3,22.8,2.7,6.9,1.6,2.3,3.6,,,,,,,,,,,
07-02-2020,126,133,249.7,73.4,295.5,40.1,31.1,51.1,4.2,71.8,337.3,267.7,452.7,9.6,7.3,17.9,6.2,188.1,226.7,238.3,75.4,314.7,7.5,79.6,67,25.7,72,121.4,2.1,2.2,23.9,2.3,6.7,1.6,2.1,3.7,,,,,,,,,,,
08-02-2020,127.2,131.6,247.4,62,295.4,39.2,30.3,50.7,3.9,72.8,333.9,266.9,449.6,9.6,7.3,18,5.4,187.4,220.6,230.7,73.4,314.6,7.6,76.4,68.6,25.4,77,120.2,1.9,2,23,2.4,6.7,1.7,2.2,3.4,,,,,,,,,,,
09-02-2020,121.6,122.9,243.3,72.1,286.3,35.6,27.5,49.9,3.5,69.3,318.9,261.6,428.1,8.3,6.6,17.7,5.3,180.5,192.9,214.3,67,295.9,6.9,75.9,65.6,25.4,84.3,111.2,1,2.7,20.9,2.1,6.4,1.6,2.2,3.4,,,,,,,,,,,
03-04-2023,113.9,114.2,212.3,70.1,303.6,36.8,29.5,56.8,3.3,116.4,403.6,234.7,567.8,13.9,,,,219.2,285.5,291.8,89.1,357.4,9.8,95.3,76,29.5,106.5,156,1.5,2.6,23.8,2.7,4.8,1.7,,,3.3,27.8,17.6,12.3,,,,,,,
04-04-2023,121.8,118.1,210.4,70.6,307.3,38.1,31.2,56.5,3.2,119.2,415.7,235.8,580.9,13,,,,225.1,271.7,288.6,86.5,370.4,9.7,103.9,75.5,31.1,106.3,183.1,1.6,2.8,26.1,2.8,4.9,1.8,,,3.3,28.4,17.3,12.3,,,,,,,
05-04-2023,119.8,124.6,220,73.6,315.1,38,31.9,58.3,3.1,118.3,414.6,238.5,560.1,13.8,,,,227.4,270.3,292.9,86.8,370.3,9.6,101.5,74,31.4,111.2,190,1.6,2.6,27.1,2.8,5.3,1.8,,,3.2,29.2,17.1,12.3,,,,,,,
06-04-2023,123.7,124.5,219.4,74.1,320.2,38.4,31.9,55,3.1,120.4,421,240.4,555.6,13.8,,,,233.1,270,294.9,89.1,378.4,10.1,102.9,73,30.2,107.3,191.5,1.6,2.5,28.5,2.7,5.1,1.9,,,3.1,28.1,17.3,12.4,,,,,,,
07-04-2023,129.3,128.6,229.3,74,329.3,39.3,32.3,56.3,3.3,116.2,428.5,239,522.8,13.9,,,,233.5,265.3,277.1,83.3,379,9.8,105.1,75.7,31,108.5,200.3,1.6,2.4,30.2,2.7,4.9,1.6,,,3.2,28.9,16.6,12.4,,,,,,,
08-04-2023,130.4,131.3,231.6,71.8,337.2,37.6,31.6,56.2,3.3,110.2,431.7,235.6,543.7,14.9,,,,225,254.2,274.6,87.9,378.8,9,109,76.9,32.3,107.8,204.3,1.5,2.5,31.2,2.7,5.2,1.8,,,3.1,29.2,17.6,12.4,,,,,,,
09-04-2023,123.2,115,231.2,70.7,336.9,36.4,29.5,55.5,3.1,117.5,420.8,232.9,534.1,14.3,,,,226.9,253.6,268.4,82.5,347.9,9.1,110.7,75.8,32.1,117,194.3,1.2,2.6,30.6,2.5,5.1,1.7,,,3.1,28.2,17.8,12.4,,,,,,,
03-05-2021,151.9,144.4,221.2,81.9,352.4,36.1,27.5,51.6,5.1,90.6,367,209.3,490.6,11.2,6.1,15.9,15.9,201.3,163.9,211.6,77.9,343.1,8.7,100.5,57.5,24.2,103.8,131.2,0.9,2.2,25.8,2.5,4.8,1.4,2.1,4.7,,,,,,,,,,,
04-05-2021,148,149.8,226.1,83.9,369.3,36.3,27.1,47.2,4.7,88,368,220.4,516.7,11.3,6.5,16.1,15.2,202.9,165.6,213.7,75.7,353.6,8.8,88.7,58.8,23.3,88.2,123.6,0.9,2,25,2.3,5.2,1.4,2.1,4.1,,,,,,,,,,,
05-05-2021,146.9,149,227.7,84.6,365.3,35.7,27.2,47.5,4.1,89.5,370.5,227.6,522.7,11.4,6.7,16,15.4,200.7,162.8,208.6,75.7,352.5,9.4,86.7,58.3,23.5,89.2,128.6,1.1,2.3,25,2.4,5.8,1.6,2.1,4.3,,,,,,,,,,,
06-05-2021,146.2,134.4,220.9,80.5,357.3,33.7,26.9,48.9,3.7,87.1,376.5,223.6,520.8,11.7,6.6,16.4,15.5,200.4,162,208.9,78.6,353.5,9.4,94.5,56.8,21.9,93.3,131.1,0.8,2.2,24.7,2.5,5.5,1.6,2.2,4.8,,,,,,,,,,,
07-05-2021,140.1,125.3,220.4,72.8,331.5,34.7,26.9,49.4,3.6,83.5,378.8,219.5,512.9,11.4,6.6,16.1,18.3,201.8,166.3,207.7,75.8,347.1,9.5,92.5,61.1,23.7,89.2,136.9,1,2.2,24.8,2.5,5.4,1.5,2.2,4.4,,,,,,,,,,,
08-05-2021,147.1,139.5,228.2,74.3,366.3,34.8,27.4,49.2,3.6,81,380.4,221.6,510.7,11.3,6.4,15.9,18.3,201.6,166.3,203.1,72.3,339.3,9.2,95.8,62.1,24.7,89.5,148.9,1,2.3,25.2,2.6,5.5,1.6,2.2,4.5,,,,,,,,,,,
09-05-2021,136,132.3,222.4,75.6,351,32.7,25.1,43.8,3.5,76.7,363.7,213.4,496.1,10.1,5.6,15.6,17.7,201.3,164.1,198.9,71,316.2,8.6,92.5,59.3,23.8,90.4,141.7,0.8,2.2,27.5,2.4,5.7,1.4,2.2,4,,,,,,,,,,,
03-06-2019,181.3,189.3,261.8,135.5,412.6,45.8,30.3,42.6,6.5,85.5,390.7,216.9,500.4,12.3,7.1,17.6,5.5,174.6,154.4,175.5,79.6,328.4,9,93.8,64,19.6,80.5,152.9,1.2,2.2,28.3,2.4,5.9,1.8,2.1,4,,,,,,,,,,,
04-06-2019,162.6,184.2,268.1,131.8,444.2,46.6,28.1,42.4,5.2,90.6,394.8,223,495.4,12.3,7.5,17.6,5.8,183.4,154.8,197.4,82.5,343.5,9.1,104.1,66.5,24.8,88.1,167.4,1.1,2.2,26.6,2.5,5.8,1.9,2.1,4.5,,,,,,,,,,,
05-06-2019,186.4,189.4,271.3,131.2,471.8,47.5,30.4,47.6,5.9,92.1,387.9,227.5,492.8,12,7.5,17.5,5.5,193.4,168.2,199.3,75.9,324.2,8.8,109.2,67.4,26.7,89.1,155,1.1,2.1,29.9,2.8,6,1.7,2.1,5.3,,,,,,,,,,,
06-06-2019,198.8,185.1,270.4,134.4,431.1,42.1,29,47.5,5.7,89.6,395,227.6,494.2,11.9,7.5,17.6,5.4,184.1,160.9,175.5,77.8,331.6,9,104.2,67.6,27.5,81.3,155.6,1.2,2.1,31.2,2.7,6,1.7,2.2,5.1,,,,,,,,,,,
07-06-2019,186,183.5,275.2,129.2,381.6,41.9,30.6,47.9,5.7,85.1,400.8,223.5,485.7,11.9,7.7,17.5,6.2,187.5,159.9,179.1,79.1,339.9,9.2,104.5,64.8,25.8,89.4,160.6,1.2,2,30.3,2.4,5.8,1.8,2.1,5,,,,,,,,,,,
08-06-2019,190.3,187.4,271,129,433.9,46.1,30.1,47.5,5.7,85.6,398.1,219.8,472.7,11.9,7.6,17.4,5.4,187.2,144,180.8,78.7,337.3,9.2,107.1,64.1,26.8,88,166.4,1.2,2,31.1,2.3,5.9,1.7,2.1,4.9,,,,,,,,,,,
09-06-2019,188.4,179.9,264.9,123.8,443.4,42.7,26.8,46,6.1,90,387.1,219.9,461.6,11.9,7.4,17.1,5.5,189.7,156,173.7,65.8,312,8.2,105.8,66.6,27,91.6,174.5,1,2.2,29.3,2.2,6,1.6,2.3,4.6,,,,,,,,,,,
03-07-2023,300.4,249.2,276.8,136.9,485.4,46.7,35.7,52.5,7.3,113.8,355.6,225.5,524.5,12.3,,,,226.7,221.4,222.6,72,346.2,9.3,116.3,74.5,34.2,128.9,202,1.4,2.7,38.4,2.6,4.7,1.9,2.8,,3.4,28.7,17.8,12.3,0.1,,,,,,
04-07-2023,309.9,250.5,296.6,139.5,493.3,47.4,34.1,49.7,6.8,116.8,378.6,234,535.6,12.8,,,,213.7,230,219.1,68.8,339.1,8.1,119.7,76.1,35.5,125,218.1,1.3,2.6,41.5,2.7,5.4,1.9,2.7,,3.4,29.7,17.9,12.4,0.2,,,,,,
05-07-2023,230.4,240.2,301.4,134.4,490.9,48.3,33.8,48.7,6.1,115.2,384,232.8,520.3,12.1,,,,207.7,212.3,212,66.2,342.8,9.2,118,74.9,36.7,117.9,220.1,1.5,2.8,44.6,2.7,5.3,1.8,2.8,,3.8,29.7,17.7,12.4,0,,,,,,
06-07-2023,213.1,224.7,274.8,123.5,458,42.4,33.1,49.6,6.2,106.4,367.8,229.4,508.2,12.1,,,,201.3,217.4,203.1,68.8,345.1,9.5,132.1,73.5,36,117.2,207.3,1.4,2.6,41.8,2.4,5,1.5,2.6,,3.5,30.2,17.3,12.4,0.2,,,,,,
07-07-2023,239.1,233.4,260.1,125,464.3,43.9,35,50.3,6.4,100,363.3,219.1,503.9,12.2,,,,207.7,218,203.7,71.3,358.4,10.1,128.5,73.3,35.3,120.2,194.3,1.3,2.6,42.8,2.6,5.2,1.6,2.8,,3.5,30,16.4,12.4,0.3,,,,,,
08-07-2023,190,196.1,240.5,111.3,433.6,42.8,33.5,48.1,5.2,99.9,350.5,224.6,495.1,12.3,,,,209.4,216.9,203.1,70.8,360.6,10.2,133.6,73.7,35.9,119.2,189.8,1.2,2.4,43.7,2.5,5.2,1.8,2.9,,3.1,30.2,17.8,12.4,0.3,,,,,,
09-07-2023,150.4,148.6,234.5,101.4,422,36.1,30.3,43.9,3.9,102.4,321,217.9,485.7,11.6,,,,217.1,215.9,188.3,67.3,331.6,9.6,139.6,71.1,36.5,122.8,199.5,1,2.5,42.6,2.3,5,1.8,2.9,,2.9,28.7,17.4,12.4,0.2,,,,,,
03-08-2020,256,191.9,230,105.1,431.1,35.4,28.7,,6,100.6,281.9,209.2,369.9,8.6,3.8,12.7,,157,189,147.4,58.2,246.6,6.9,118.3,63.3,27.4,84,179.8,1,1.8,35.8,2.9,,,,,,,15.9,,,41.2,,,,,
04-08-2020,261.5,200.4,252.2,113.2,432.2,39.1,31.3,,6,98.4,316.9,207.8,363.3,7.4,4.8,13,,148,190.2,138.4,58.6,251.4,7.4,110.1,59.2,24.9,81.9,162,1,1.9,35.9,2.7,,,,,,,17.7,,,44.9,,,,,
05-08-2020,272,208.2,250.1,115.7,419.4,40.2,31.5,,6.3,92.1,308.9,201.7,354.7,7.4,5.5,12.6,,146,207.6,131.1,50,250.6,7.3,81.6,58.3,22.8,78.6,140,0.8,2,36.4,2.5,,,,,,,19.1,,,45.6,,,,,
06-08-2020,276.9,208.8,235.2,111.7,361.8,41.6,31.3,,6.5,90.1,277.8,193,350.3,8.8,5.5,14.3,,155.7,223.6,140.5,57.1,265.9,8.3,88,62.2,25.1,83.1,148.8,0.8,1.9,37.2,2.6,,,,,,,18.3,,,46,,,,,
07-08-2020,285.9,208.3,226.3,113.3,420.6,42.7,32.1,,6.7,95.4,276.2,203.1,359.1,9.2,5.6,14.1,,167.7,247.6,149.4,55.2,283.6,8.4,107.8,63.9,26.6,83.4,160.6,0.9,1.9,36.1,2.6,,,,,,,17.3,,,45.6,,,,,
08-08-2020,291,215.1,223,113.7,458.6,44.1,32.7,,6.7,95.2,274.9,198.7,369.4,8.5,5.6,14.4,,170.7,250.3,149.9,56.4,284.3,8,114.9,64.3,26.6,83.5,163.1,0.9,1.8,35,2.6,,,,,,,17.8,,,44.2,,,,,
09-08-2020,276.9,210.7,221.6,107.3,439.4,37.6,28.3,,6,90.4,259.2,196.4,364.2,7.8,5,14.3,,168.7,250.3,137.9,51.1,222.7,6.8,113.9,65.2,26.6,83,162.6,0.7,1.9,33.6,2.2,,,,,,,18.3,,,43.1,,,,,
03-09-2018,268.2,198.7,234.3,117.2,315.4,37.9,28.9,42.3,6.4,91.7,338,181,442.6,11.6,7.6,16.9,9.9,182.6,209.4,191.1,66.7,312,7.7,79.2,66.6,21.3,102.2,147,1.1,2.4,31.4,2.4,5.8,1.4,2.3,4.2,,,,,,,,,,,
04-09-2018,273.6,201.8,237.5,115.5,334.5,38.4,28.4,43,5.9,92.9,342.9,186.3,440.6,11.6,7.5,17.5,10.2,185.4,212,187.1,65.7,299.7,7.7,82.3,69.1,22.6,107.9,152.1,1.3,2.4,32.9,2.4,5.9,1.4,2.2,4.3,,,,,,,,,,,
