,Date,coal_generation_(mw),energy_met_(mu),energy_shortage_(mu),generation_outage_central_sector_(mw),generation_outage_state_sector_(mw),hydro_generation_(mu),hydro_generation_(mw),import/export_actual_(mu),import/export_o/d/u/d_(mu),import/export_schedule_(mu),maximum_demand_-_evening_peak_(mw),nuclear_generation_(mw),peak_shortage_(mw),solar_generation_(mu),"thermal_lignite_gas,_naptha_&_diesel_generation_(mw)",wind_generation_(mu),Total_consumption,Max. Demand Met during the day (MW),Shortage during maximum Demand (MW),Drawal Schedule (MU),OD(+)/UD(-) (MU),Max OD (MW)
609,9/7/2019,2321,3794,22.7,30544,46977,791,791,-1.2,-5.3,4,168827,113,2626,102.63,75,276,3720.9,180646,659,1642,-3.3,8675
610,9/8/2019,2263,3770,13,31175,46247,812,812,1.5,-6,7.3,164519,113,2322,103.02,74,265,3720.9,175662,1228,1592.9,2.2,8450
611,9/9/2019,2181,3629,10.5,30355,47379,793,793,-3.2,-10.3,7.1,158391,116,723,105.1,71,246,3806.7,169348,598,1539.6,-5,7973
612,9/10/2019,2304,3807,27.9,29263,46096,816,816,-7.9,-14.4,6.7,171092,119,1841,120.74,76,260,3266.4,180217,1301,1615.7,-1.4,8279
613,9/11/2019,2400,3894,11.8,26748,44261,814,814,2.3,-4.1,6.4,167706,118,1455,118.96,80,234,3064.3,182225,2623,1657.1,6.7,9741
614,9/12/2019,2429,3892,34,29670,42842,793,793,2.4,-3.7,6.4,169555,118,4191,119.45,78,220,3253.7,182050,806,1672.1,0.8,9305
615,9/13/2019,2347,3810,24.8,30196,43356,794,794,5.5,5.4,0.2,163826,118,1832,104.62,73,260,3777.1,178442,1319,1621.9,-16.4,7486
616,9/14/2019,2322,3777,17.3,30258,41360,790,790,1,-3.2,4.3,168463,117,1833,110.07,71,238,3777.4,178188,672,1558.9,-2,8125
617,9/15/2019,2342,3778,18.6,31738,40047,774,774,3.5,-5.3,9,167619,116,1574,110.17,74,213,3672.2,177600,679,1573,4.1,8474
618,9/16/2019,2266,3671,17.3,32721,42616,772,772,4.3,0.8,3.5,161812,115,2549,107.73,77,201,3806,172779,1563,1519.1,-3.6,7716
619,9/17/2019,2340,3806,18,31466,42881,793,793,4.2,-2.9,7,169165,115,3010,111.04,80,217,3749.1,179894,2086,1570.4,6.8,7899
620,9/18/2019,2394,3749,11,29521,42978,749,749,-3.3,-9.8,6.6,166913,108,2461,98.64,73,173,3651.2,176618,672,1610.9,-1.5,8542
621,9/19/2019,2372,3651,12,29693,41461,733,733,-3.2,-3.1,-0.1,167704,102,1366,96.32,70,130,3632.9,176115,680,1567.5,-2.2,8507
622,9/20/2019,2370,3633,12.4,30047,40820,738,738,4.9,-1.3,6,165814,103,1852,98.19,73,114,3695.5,173282,621,1566.4,6.4,9415
623,9/21/2019,2418,3696,13.6,29008,41990,726,726,2,-4.7,6.5,166550,103,2522,110.02,77,123,3674,174883,1486,1583.9,5.4,8663
624,9/22/2019,2435,3673,12.1,28908,42480,714,714,0.6,-3.5,4.2,163371,113,2529,126.82,79,85,3432,178691,522,1612.4,0.3,9310
625,9/23/2019,2254,3432,12.3,29623,44539,695,695,-2.8,-9.8,7.2,155295,115,775,108.39,74,74,3559.2,162076,730,1521.1,-0.3,9025
626,9/24/2019,2390,3559,20.2,29563,41158,686,686,1.5,-5.9,7.2,163672,116,2057,117.31,78,53,3521.3,169631,1334,1585.2,8.8,8592
627,9/25/2019,2357,3521,19.4,28748,41761,691,691,-3.1,-10.5,7.3,162576,116,1392,106.17,77,41,3457.6,167611,1120,1567.2,0.4,7559
628,9/26/2019,2265,3457,18.7,29380,41894,694,694,-4.2,-9,4.7,158959,116,768,114.4,76,66,3377,165035,648,1505.1,0.6,9338
629,9/27/2019,2176,3376,19,27891,46944,692,692,4.7,7.7,-3.1,155315,115,1745,104.79,77,70,3306.5,161331,643,1498.6,1.5,10812
630,9/28/2019,2097,3306,11.8,26725,50061,704,704,-4,-4.6,0.5,154926,114,767,116.34,75,52,3187.5,159648,613,1526.6,4.6,9214
631,9/29/2019,1991,3188,15.1,29940,54596,687,687,2.6,-3.3,5.8,144903,112,690,119.75,76,63,2996.4,152880,653,1457.7,4.1,8968
632,9/30/2019,1820,2996,13.3,30439,58554,665,665,12.1,3.4,8.7,137695,112,665,116.34,66,90,3130.9,144363,639,1372.4,-8.2,8598
633,10/1/2019,1916,3131,19.5,32770,56769,703,703,-0.5,-1.4,1,146535,112,1892,123.08,72,76,3417.8,152589,1934,1425.4,13,11100
634,10/2/2019,2006,3224,13.5,35573,52464,679,679,-5.2,-4.8,-0.4,151523,113,1336,125.99,74,97,3211.2,157233,986,1405.6,3.8,8966
635,10/3/2019,2001,3147,10,35378,47072,638,638,0.9,0.8,0.1,148556,113,1003,124.63,74,61,3447.8,152464,1010,1352.1,3.5,8239
636,10/4/2019,2153,3310,13.4,34567,44950,630,630,5.1,5,-0.1,151683,112,2049,123.77,76,56,3773.4,160315,1016,1413,5.8,9212
637,10/5/2019,2240,3337,12.1,32688,43387,581,581,-8.88E-15,3.33E-16,0.1,155005,113,1886,132.48,78,42,4024.6,161601,1082,1461,12.7,8777
638,10/6/2019,2293,3339,9.5,31406,42335,565,565,-0.9,-0.9,-0.1,153614,114,1288,131.78,76,25,4053.9,159323,576,1463.1,6.8,8571
639,10/7/2019,2211,3246,9.6,31986,44878,538,538,3.8,3.8,5.33E-15,145833,117,480,115.45,68,33,3750.5,152667,485,1410.1,12.9,8645
640,10/8/2019,2227,3232,11.2,30644,43492,528,528,-10,-9.8,-0.2,147621,116,514,114.94,70,37,3750.5,152866,512,1419,8.5,7873
641,10/9/2019,2053,3085,12.5,30394,44100,556,556,-3,-2.9,-0.2,136350,117,762,130.69,63,26,3892.7,146859,673,1313.1,3.8,7776
642,10/10/2019,2192,3267,13,29806,44583,591,591,4,4.1,-0.2,152367,117,739,127.98,73,24,3391,158475,583,1390.9,11.8,8555
643,10/11/2019,2321,3390,12.2,29167,44383,588,588,-7.7,-7.6,-0.1,156541,117,651,125.03,74,21,2978.3,163038,616,1478.5,13.1,7802
644,10/12/2019,2377,3437,13.7,28867,43690,582,582,-4.4,-4.1,-5.77E-15,158154,117,614,120.34,75,15,3335,163972,605,1508.3,10.5,8200
645,10/13/2019,2393,3415,12.3,28774,45045,534,534,-3.2,-3.3,0.1,157425,117,587,121.88,77,21,3309.3,162976,629,1499.6,13.1,8683
646,10/14/2019,2316,3310,12.3,29669,41560,510,510,-3.3,-3.4,-0.2,148894,117,579,123.58,77,32,3457.6,156460,635,1434.8,7.3,8040
647,10/16/2019,2479,3486,15.6,31049,40993,525,525,-4.7,-4.8,0.1,159549,94,625,116.61,81,55,3470,167316,633,1447.2,13.4,8463
648,10/17/2019,2503,3470,14.4,30104,38861,494,494,-1.2,-1.2,0.1,159623,94,721,105.1,87,61,3473.4,166512,622,1459.2,11.9,8315
649,10/18/2019,2483,3472,16,29827,40219,494,494,5.3,5.2,0.1,159421,109,597,108.47,92,49,3418.6,167624,670,1476.4,10.9,9487
650,10/19/2019,2446,3419,14.4,30646,40100,460,460,0.4,-0.1,0.5,156664,116,659,112.56,88,58,3312.2,166261,643,1478.9,-0.2,7948
651,10/20/2019,2386,3312,14.7,30272,41320,420,420,-2.4,-2.3,-0.1,153599,103,662,109.59,82,86,3133.8,160333,689,1427.6,-3.6,8047
652,10/21/2019,2259,3133,16.7,29819,41735,408,408,-1.4,0.7,-1.9,142601,103,625,105.36,81,66,3143.5,150090,670,1363.4,-7.1,7070
653,10/22/2019,2223,3143,16.1,29943,45495,456,456,-0.8,-2.7,2,149299,104,677,97.29,83,67,3180.6,155053,683,1375.4,-3.3,9334
654,10/23/2019,2239,3181,14.4,29264,46010,477,477,-0.8,-1.4,0.6,151215,107,642,104.62,85,52,3155,156939,620,1394.1,3,8284
655,10/24/2019,2236,3199,12,30163,47826,450,451,1.4,1.6,-0.2,154004,116,1077,111.54,83,89,3093.6,157122,1120,1385.2,0.3,9972
656,10/25/2019,2073,3029,17.3,29315,49143,438,438,-4.9,-4.9,-0.1,147927,117,721,105.1,83,112,3064.6,153590,745,1356.2,-14.4,9265
657,10/26/2019,2115,3064,13.6,28995,50240,439,439,1.7,1.8,-0.2,144776,114,674,99.93,78,139,2944,150791,707,1335.5,-10.6,9570
658,10/27/2019,1983,2944,13.2,29665,54628,436,436,-3.8,-3.7,-0.1,137459,113,702,97.15,74,159,2702.4,145936,730,1285.4,-11.4,7481
659,10/28/2019,1851,2702,12.1,29580,57995,416,416,-4.3,-4.4,1.78E-15,121421,113,568,97.97,70,77,2635.7,133843,626,1245.2,-20.5,7459
660,10/29/2019,1782,2636,12.4,32900,58520,431,431,-1,-0.9,0,125770,117,893,96.4,71,57,2756.7,133432,639,1218.9,-14.9,7784
661,10/30/2019,1880,2756,15.2,37590,56982,431,431,0.7,0.7,1.78E-15,131898,119,814,93.1,77,72,2858.4,138622,717,1270.4,-10.9,8428
662,10/31/2019,1948,2858,15.2,35675,55557,448,448,6.9,6.4,0.4,139332,124,551,81.18,78,101,2957.5,145438,576,1279.9,-11.7,8303
663,11/1/2019,2027,2957,14.8,36315,55076,450,451,-3.7,-4,0.2,138666,122,619,99.85,80,96,3442.2,145689,622,1324.1,-5.3,6412
664,11/2/2019,2079,3003,15.9,38014,53745,453,453,-3.4,-1.7,-1.8,142089,109,798,103.13,80,77,3325.4,148750,658,1326,-4.6,9178
665,11/3/2019,2141,3015,14.2,37108,53393,450,450,-2.2,-0.7,-1.4,141466,101,680,103.38,81,44,3568.4,148759,647,1344.5,-5.2,7937
666,11/4/2019,2098,2916,15.1,36745,52768,430,430,-2.2,-0.8,-1.6,136088,111,595,102.9,74,25,3800.3,141631,630,1311.8,-3.9,8416
667,11/5/2019,2236,3094,14.9,34409,49096,439,439,-2.8,-0.9,-1.8,148805,112,635,134.41,77,13,3977.3,155272,639,1352.2,5.8,8707
668,11/6/2019,2328,3157,13.7,32365,47119,420,420,-3.2,-3.3,0.1,148848,109,658,137.21,77,18,4124.2,156159,639,1376.1,-8.1,8220
669,11/7/2019,2386,3193,11.9,30171,44650,392,392,-5.2,-5.4,0.2,147762,107,564,125.92,81,27,3733.8,157995,541,1407,-2.1,8830
670,11/8/2019,2308,3101,5.5,30876,47575,363,363,-4.9,-4.6,-0.4,144809,107,321,125.29,78,51,3733.8,160330,321,1392,-22.2,7165
671,11/9/2019,2226,3084,5.8,34024,48703,359,359,0.4,-0.1,0.4,145028,101,414,118.41,76,120,3892.1,153221,230,1337.6,-11.8,8492
672,11/10/2019,2175,3065,7,33781,50091,396,396,-0.9,-1.2,0.4,144476,107,368,125.17,70,103,3436.5,152491,446,1304.2,-10.7,7723
673,11/11/2019,2140,2978,9.4,33560,49066,362,362,-1.3,-1.9,0.6,137893,107,578,127.15,68,64,3135.8,146338,567,1306.3,-6.8,7014
674,11/12/2019,2293,3136,10.4,35056,46170,382,382,5.69E-15,1,-1.1,147139,107,498,129.22,77,45,3360.3,156769,577,1356.8,2.1,8539
675,11/13/2019,2336,3197,11.9,34701,45582,369,369,-5.7,-5.6,2.66E-15,148211,107,580,127.31,81,60,3214,158636,547,1375.3,6,8612
676,11/14/2019,2371,3214,10.2,33201,46558,345,345,-3,-3.4,0.3,148663,108,890,116.21,84,81,3198.2,165512,565,1378.4,-3.4,8001
677,11/16/2019,2384,3193,10.5,31525,45748,335,335,-1.6,-1.5,0.2,149940,111,642,98.22,88,68,3186.9,158572,540,1428.3,-1.5,8760
678,11/17/2019,2379,3186,10.2,32713,46987,323,323,-8.4,-8.3,-0.1,149044,111,502,115.07,84,75,3082.2,159126,534,1433.4,-10.9,6785
679,11/20/2019,2471,3282,11.7,34924,47191,352,337,-1.6,-1.6,-5.77E-15,151644,111,615,126.27,97,60,3282,164063,549,1433,2.1,7683
680,11/21/2019,2471,3282,11.7,34924,47191,352,337,-1.6,-1.6,-5.77E-15,151644,111,615,126.27,97,60,3290.2,164063,549,1433,2.1,7683
681,11/22/2019,2421,3290,12.9,33577,47556,328,328,8.8,8.5,0.3,152391,111,566,123.52,89,87,3291.9,164327,586,1424.9,2.2,8459
682,11/23/2019,2428,3293,12.9,34268,45563,317,317,-3.5,-3.6,1.42E-14,152240,111,580,119.3,85,82,3256.5,166191,560,1426.9,2.7,8634
683,11/24/2019,2376,3255,13,35337,46593,312,312,-4,-4.2,0.3,148832,113,530,133.44,81,101,3138.5,162903,544,1388.4,-1.4,8090
684,11/25/2019,2325,3138,12.5,33810,46839,294,284,-4.4,-3.9,-0.5,140245,137,511,129.67,87,93,3267.9,157695,635,1370.8,-4.2,7253
685,11/26/2019,2413,3267,11.3,33966,43470,316,316,1.2,1.4,-0.1,150721,111,569,136.15,79,99,3283.5,166608,593,1407.2,-3.9,8776
686,11/27/2019,2435,3284,11.1,33185,43295,303,303,-2.8,-2.4,-0.1,149205,112,499,115.61,73,140,3270.7,166918,592,1403,-12.5,7912
687,11/28/2019,2448,3271,9.9,32276,45403,310,301,-8.4,-7.6,-0.9,148992,112,466,117.31,70,138,3218.8,165103,555,1402.5,-1.5,8252
688,11/29/2019,2346,3219,9.5,32166,44827,315,315,-5.1,-5.6,0.6,147169,116,549,110.59,72,143,3245.7,163639,548,1404.3,-12.9,7199
689,11/30/2019,2347,3246,12.5,33164,45603,325,325,-2.7,-2.7,-1.13E-14,149025,117,548,114.17,74,139,3226.7,165350,607,1406.9,-4,8730
690,12/1/2019,2334,3227,12.7,34808,46014,321,321,0.5,0.5,0.1,146575,111,549,109.03,72,136,3408,163847,601,1384.6,-9.5,8113
691,12/2/2019,2251,3025,13.1,36433,48711,292,292,-2,-2.2,0.3,135360,102,515,83.06,60,106,3398.8,152895,520,1321,-9.6,8059
692,12/3/2019,2308,3126,14.2,34733,48801,327,327,-5.7,-5.6,-0.2,145682,96,565,85.74,68,123,3628,161692,603,1361.1,-8.8,9107
693,12/4/2019,2310,3166,11.4,32081,49354,303,303,-4.7,-4.9,0.2,148023,99,630,92.51,76,144,3837.4,161875,610,1399.7,-8.1,8139
694,12/5/2019,2343,3212,12.5,32127,48434,296,296,-3.2,-3.1,-1.42E-14,149310,103,627,111.85,80,140,3824.8,164456,660,1405.4,-5,9401
695,12/6/2019,2346,3252,12.2,32684,49111,325,316,-4.8,-4.9,0.1,150158,99,635,109.03,98,128,3944.8,166865,663,1418.1,-4.3,8102
696,12/7/2019,2367,3268,11.2,33558,48401,323,323,-12.3,-12.2,1.13E-14,148973,110,695,102.9,84,142,3809.9,167276,641,1411.9,-7.7,8112
697,12/8/2019,2340,3236,11.8,33966,49479,332,332,-2.7,-2.8,0.1,148896,109,756,118.63,86,133,3751.6,166026,675,1412.8,-5.5,8279
698,12/9/2019,2279,3117,11.1,36405,50039,314,314,-3.1,-3,-1.42E-14,140221,105,720,107.96,85,114,3809.9,158794,601,1362.7,-4.7,9189
699,12/10/2019,2371,3253,13.1,36109,47557,349,349,-3.8,-4.9,0.9,150067,104,567,124.08,84,98,3415,167985,586,1381.4,0.1,9339
700,12/11/2019,2523,3335,13.2,35656,47019,328,328,3.4,3.2,-0.1,152724,106,639,123.49,83,64,3196.5,170417,665,1429.4,3,8794
701,12/12/2019,2598,3361,14.6,33867,42977,315,315,3,2.9,0.1,153768,104,920,118.91,81,40,3291.6,171473,1030,1449.3,-7.6,8178
702,12/13/2019,2558,3291,10.9,31664,42374,288,288,-2.8,-3.1,0.2,146639,104,559,107.28,77,68,3132.2,168335,634,1429.6,-24.3,8631
703,12/14/2019,2355,3133,9.5,32040,46280,291,291,0.8,0.9,-0.1,145156,106,462,123.09,74,64,3189.2,162614,543,1373.3,-19.4,8737
704,12/15/2019,2390,3189,10.9,32383,44918,307,307,-1.2,-0.9,-0.4,146885,111,880,116.19,76,78,3075.3,164685,892,1386.5,-3.6,8400
705,12/16/2019,2254,3075,6.1,33493,45155,279,279,-3.5,-3.4,-0.1,138417,105,602,116.33,74,136,3200.7,157204,597,1305.1,-14,7319
706,12/17/2019,2305,3201,12,34460,42985,299,299,0.3,-1.5,1.7,150235,105,673,128.49,78,151,3273.2,167071,748,1344.1,-6.3,10588
707,12/18/2019,2374,3273,13.7,34036,43675,287,287,-2.6,-2.8,0.2,152328,99,578,120.1,81,175,3314.8,169706,604,1384.7,-4,8833
708,12/19/2019,2459,3315,13,33827,43604,301,301,-2.3,-2.4,-0.1,153754,101,789,116.1,84,127,3356.2,170748,721,1407.2,6.8,9007
709,12/20/2019,2522,3356,12.9,32590,45954,290,290,-4.6,-4.6,0.1,154447,103,656,122.47,84,102,3404.4,173644,642,1411.4,4.6,9123
710,12/21/2019,2613,3405,15.9,33336,43662,308,308,-1.9,-2.1,0.2,154008,102,828,118.22,87,54,3380.5,175533,980,1448.3,1.7,8755
711,12/22/2019,2555,3382,13.5,30386,44980,290,290,-1.2,-1.2,0.1,154052,101,666,124.83,85,107,3294.7,175160,674,1446.9,-5.7,8484
712,12/23/2019,2427,3295,12.6,30982,43738,273,273,-1.6,-1.7,0.1,146238,101,624,129.38,79,154,3419.9,169827,803,1415.9,-7.6,7162
713,12/24/2019,2534,3419,13.1,30843,43580,319,319,0.6,0.7,-0.1,155971,101,709,120.81,89,127,3456.1,178739,713,1446.3,-6.3,9770
714,12/25/2019,2612,3456,12.7,29543,40938,309,309,-3.1,-3.1,0.1,156880,101,560,122.03,91,111,3416.7,178549,627,1484.6,-8.2,7742
715,12/26/2019,2600,3416,14.3,29383,41870,288,288,-3.6,-4.3,0.8,153416,99,584,115.56,90,111,3438.9,176174,1206,1463.8,-7.1,8576
716,12/27/2019,2688,3438,12.7,28883,40889,281,281,-2.1,-2,-2.55E-14,156821,98,651,110.37,92,74,3468.2,180644,664,1503.3,4.6,10563
717,12/28/2019,2649,3468,13.9,31012,41097,286,287,-5.4,-3.4,-2.1,157317,100,736,131.05,92,99,3438.6,180719,991,1490,6.7,9931
718,12/29/2019,2609,3439,14.6,31162,42937,275,275,-5.5,-5.6,0.1,155183,100,744,128.35,89,135,3346.1,179022,1802,1449.8,1.7,8718
719,12/30/2019,2544,3345,13.4,30166,44184,277,277,1,1,0,150219,100,719,124.24,82,125,3449.5,172866,1333,1424.4,1.3,9533
720,12/31/2019,2657,3449,13.2,30845,41322,297,297,-2.9,-2.6,-0.3,156691,100,636,123.97,82,114,3480,181426,1018,1470.8,-11.2,8496
721,4/1/2020,1770,2705,10.3,40082,70768,321,321,-6.1,-6,2.66E-15,114364,120,491,165.93,85,117,3388.2,137737,498,1303.9,-14.9,8020
722,4/2/2020,1800,2731,11,39648,71018,333,333,-6.9,-5.7,-1.3,118678,115,1066,169.99,85,89,3590.1,138531,1003,1339.8,-5.5,10001
723,4/3/2020,1879,2787,14.3,38550,70820,328,329,-4.8,-1.8,-2.9,120751,116,700,175.32,82,81,3590.5,141456,665,1368.1,4.2,7570
728,4/8/2020,1839,2717,11.4,38134,72499,300,300,-0.8,-0.7,0.1,116899,116,593,166.41,78,93,1233.1,135863,561,1331.9,-1.2,9824
729,4/9/2020,1839,2717,11.4,38134,72499,300,300,-0.8,-0.7,0.1,116899,116,593,166.41,78,93,3781,135863,561,1331.9,-1.2,9824
730,4/10/2020,1846,2694,12.6,37419,70407,290,290,-2,-2,-0.1,117071,116,587,158.58,77,86,3616.8,135261,413,1336,-3.1,8710
731,4/11/2020,1865,2719,17.2,38869,70355,301,301,-13.2,-13.2,-0.1,119452,115,948,162.73,82,75,3463.6,135309,823,1318.8,-1.5,7520
732,4/12/2020,1923,2801,11.8,38869,69265,328,328,-4.5,-4.4,-5.77E-15,123279,115,682,171.2,85,69,3413.3,142271,680,1365.5,-1.3,8062
750,5/1/2020,1990,2954,11.4,39774,65458,406,406,-4.7,-4.5,-0.2,129200,107,595,151.84,75,101,3271.5,145547,592,1420.7,-5.4,9049
751,5/2/2020,1899,2928,10.5,39694,66106,412,412,-13,-12.9,-0.3,126165,103,546,161.66,75,140,3609.1,144002,539,1392.4,-11.7,8943
752,5/3/2020,1937,2998,10.3,39374,66746,450,450,-2.7,-2.6,-0.1,130515,101,700,170.91,73,147,3532.5,147765,626,1423.7,-8.5,8310
757,5/8/2020,2050,3069,13.3,35382,63156,442,442,0.2,0.3,-0.1,132061,116,893,161.28,75,108,1174.7,150620,689,1484.2,-4.4,8275
758,5/9/2020,2180,3192,13.6,35455,63223,444,444,-3.8,-4.2,0.3,135633,114,1348,161.78,69,100,3790.8,156091,827,1529,-1.2,8138
759,5/10/2020,2244,3287,11.3,34935,62998,469,469,-4.3,-4.2,-0.3,139038,111,1344,159.74,70,105,3719.1,159873,958,1570.5,-0.7,8417
760,5/11/2020,2065,3072,9.1,33818,63428,429,429,-12.1,-12.1,0.1,120381,107,589,151.48,70,117,3411.7,153337,585,1469.9,-26.8,9539
761,5/12/2020,2043,3065,10.8,34915,62191,433,433,1.2,1.3,-0.1,136584,106,549,155.37,72,109,3393.5,154064,551,1467.4,-2.9,8816
781,6/1/2020,2154,3248,11.7,35135,53085,526,526,-1.2,-1.6,1.42E-14,139330,110,571,135.67,70,114,3397,159268,564,1504.9,-10.9,10266
782,6/2/2020,2159,3260,12.6,35070,56886,498,499,-2.66E-15,-0.1,-1.69E-14,139459,110,727,143.45,65,145,3632,157109,700,1512.7,-11.2,9287
783,6/3/2020,2120,3210,10.7,35095,59023,496,496,-9.9,-9.9,5.33E-15,136467,109,848,127.52,69,161,3387.9,155618,919,1478.7,-8.5,10322
788,6/8/2020,2138,3442,12,38876,60790,587,587,-5.2,-5.3,0,147552,110,1103,150.86,80,234,1259.1,165401,1247,1575.9,5.2,9147
789,6/9/2020,2138,3442,12,38876,60790,587,587,-5.2,-5.3,0,147552,110,1103,150.86,80,234,3631.5,165401,1247,1575.9,5.2,9147
790,6/10/2020,2263,3619,9.9,37497,56331,623,623,-4.3,-4.2,-0.1,153095,111,599,151.51,80,235,3758.3,173207,946,1609,1.2,10495
791,6/11/2020,2330,3683,10,35982,54669,607,607,6.6,6.8,0.1,149902,110,579,132.8,85,259,3435.6,173945,583,1651.1,1.1,9928
792,6/12/2020,2310,3597,9.9,34833,53141,574,574,2.5,2.6,2.84E-14,149973,110,624,106.77,83,258,3260.5,169940,565,1631,-4.5,10902
812,7/2/2020,2556,3899,13.8,36087,47364,631,631,-2.9,-2.9,1.69E-14,165994,104,826,140.23,50,281,3635.6,182462,1312,1704.8,-0.3,8479
813,7/3/2020,2556,3899,13.8,36087,47364,631,631,-2.9,-2.9,1.69E-14,165994,104,826,140.23,50,281,3409.5,182462,1312,1704.8,-0.3,8479
818,7/8/2020,2229,3563,10.6,36891,52433,630,630,-4.9,-4.8,-2.66E-15,153153,106,671,125.03,53,281,1355.1,170831,592,1605.4,-1.4,10423
819,7/9/2020,2415,3634,13,34852,52452,655,656,-2.3,-2.3,-0.1,158448,100,891,122.98,56,171,3764.7,172504,1023,1689.6,2.2,9066
820,7/10/2020,2399,3652,10.8,32653,51482,622,622,-2.4,-2.2,0.1,156742,104,549,120.65,56,232,3816.5,173176,859,1668.2,-4.7,8601
821,7/11/2020,2399,3652,10.8,32653,51482,622,622,-2.4,-2.2,0.1,156742,104,549,120.65,56,232,3427.3,173176,859,1668.2,-4.7,8601
822,7/12/2020,2274,3550,12.3,33793,51651,603,603,-8.5,-8.5,3.55E-15,156860,108,716,135.59,52,237,3356,171487,734,1609.7,-5.3,9754
835,7/27/2020,2481,3619,12.6,33296,48901,613,613,-0.2,-0.2,0.1,158362,82,1231,138.2,51,138,3883.6,170453,862,1646,0.9,7822
836,7/28/2020,2620,3883,14.9,32606,50421,644,644,-7.7,-7.6,-1.42E-14,167003,83,1108,153.74,53,196,3931.4,181919,790,1733.3,4,9275
837,7/29/2020,2669,3932,12,31010,51272,644,644,-9.2,-9.3,1.15E-14,167037,83,555,138.27,59,215,3809.7,185581,629,1800.7,-9.6,9228
838,7/30/2020,2604,3809,10.2,32263,47634,628,628,-7.6,-7.5,-5.33E-15,163787,83,506,122.49,51,195,3724.9,181813,570,1774,-9.3,9055
839,7/31/2020,2613,3785,10.5,33160,48323,628,628,-8.4,-8.3,-2.31E-14,165583,78,554,127.53,47,150,3785,181784,568,1717.4,-11.2,7875
840,8/1/2020,2613,3785,10.5,33160,48323,628,628,-8.4,-8.3,-2.31E-14,165583,78,554,127.53,47,150,3390.6,181784,568,1717.4,-11.2,7875
841,8/2/2020,2445,3638,11.4,35200,51708,611,611,-3.9,-3.9,0.1,156486,78,1178,135.79,51,203,3596.4,173095,748,1633.9,-10.8,8064
842,8/3/2020,2389,3662,10.8,32882,50722,620,620,-4.2,-4.2,-2.58E-14,156640,77,797,124.03,47,308,3349,174846,615,1635.4,-26.6,8560
847,8/8/2020,2385,3771,9.6,37686,51837,680,680,-11.2,-11.4,-0.1,165420,101,1082,111.56,51,330,1372.9,179587,881,1630.1,-10.8,9795
848,8/9/2020,2439,3841,0.8,38324,53562,672,672,9.6,9.6,2.58E-14,166764,102,1390,112.78,59,335,3870.3,180313,49,1681.9,-13,8792
849,8/10/2020,2362,3669,1.8,36488,54380,652,652,-7.9,-7.8,0.1,156137,102,556,98.84,63,274,3793.9,173184,30,1638.8,-14.3,9081
850,8/11/2020,2288,3688,1.3,36279,53519,661,661,-2.5,-2.6,0.1,162964,101,180,117.48,53,322,3299.1,172968,171,1619.5,-10.3,8279
851,8/12/2020,2150,3611,2,37498,54410,646,646,3.3,3.2,2.56E-14,159331,101,123,110.42,56,411,3393.4,170776,102,1524.8,-20.3,9728
852,8/13/2020,2092,3505,0.1,39530,55612,654,654,-1.2,-24,8.44E-15,156243,101,34,96.42,59,389,3506,168091,15,1514.1,-15.8,9865
853,8/14/2020,2092,3505,0.1,39530,55612,654,654,-1.2,-1.2,8.44E-15,156243,101,34,96.42,59,389,3519.9,168091,15,1514.1,-15.8,9865
854,8/17/2020,2016,3343,0.2,38970,59329,660,660,2.2,2.1,0.1,152847,99,9,86.5,60,280,3555.5,160784,32,1508.7,-13.7,8890
855,8/19/2020,2232,3625,2.3,35433,55621,668,668,-2.9,-2.9,3.97E-14,159760,100,102,116.35,60,287,3479.8,170151,94,1624.9,-9.6,8661
856,8/20/2020,2125,3480,4.5,35384,59293,669,669,-4.6,-4.6,2.89E-15,155342,100,217,113.21,57,309,3338.6,167240,102,1575.1,-23.6,7993
857,8/21/2020,2079,3339,0.7,36734,59758,659,659,2.9,2.8,3.42E-14,151184,101,9,101.01,58,270,3322.5,160256,26,1566,-21.4,8121
858,8/22/2020,2091,3322,0.3,36134,60866,653,653,-2.2,-2.2,1.14E-14,149117,100,107,130.48,60,210,3343.7,159933,25,1584.8,-13.2,9881
859,8/23/2020,2078,3343,0.3,37734,62516,669,669,-15.7,-15.6,-0.1,150513,104,265,144.77,55,213,3306.5,159723,115,1578.6,-5.3,9813
860,8/24/2020,1995,3307,1.5,36313,64883,649,649,-5.6,-5.6,-1.70E-14,148371,104,79,143.58,56,285,3499.4,157354,70,1483.2,-1.5,8992
861,8/25/2020,2113,3499,0.2,34757,63121,728,728,-5.6,-5.7,-2.84E-14,157765,115,10,138.55,57,268,3633.6,167937,28,1621.2,2.4,9417
863,8/27/2020,2315,3680,2.7,33967,57163,746,746,-7.3,-7.3,0.1,162358,119,425,141.59,62,226,3626,173959,103,1718.1,-1.8,11623
864,8/28/2020,2302,3626,3.4,33942,57834,734,734,-10.8,-10.8,-0.1,160638,120,341,137.65,63,215,3598,173978,168,1698.2,-12.4,8173
865,8/29/2020,2272,3597,2.3,36689,57570,737,737,-6.1,-6,0.1,159622,126,975,155.61,61,199,3603.4,173037,276,1661.5,-11.2,8375
866,8/30/2020,2275,3603,0.4,38194,57640,713,713,-4.8,-4.9,0.1,160752,128,78,136.52,54,226,3453.5,172867,8,1653.9,0.8,8843
